clon	rama	carril	cubeta	fecha_commit	cherry_plus_sin_equivalente	cherry_minus_con_equivalente	es_ancestro_de_main	n_archivos_exclusivos	calcs_sellados_exclusivos	es_anterior_a_gen1_cutoff	worktree_sucio	existe_en_origin	asunto
Modelado-Mexicano	map2-cruce-1786030513	otro	HISTORIA-GEN1	2026-08-06T12:42:34-06:00	1	319	False	1	[]	True	False	False	Merge remote-tracking branch 'origin/map2-cruce-1786030513' into map2-cruce-1786030513
Modelado-Mexicano	mesa/s-svystat-4celdas	otro	HISTORIA-GEN1	2026-08-11T23:34:37-06:00	0	0	False	1	[]	True	False	False	Merge origin/main into mesa/s-svystat-4celdas — union driver local (GitHub no lo honra)
Modelado-Mexicano	reconcilia-puertas	otro	HISTORIA-GEN1	2026-08-13T09:24:38-06:00	4	0	False	1	[]	True	False	False	ACTO RECONCILIA-PUERTAS: addendum final -- PR #208 (nube) ya cerro este encargo
Modelado-Mexicano	repair1-094125-2	otro	HISTORIA-GEN1	2026-08-06T11:52:24-06:00	1	318	False	1	[]	True	False	False	Merge remote-tracking branch 'origin/main' into repair1-094125-2
Modelado-Mexicano	sesion/cruce-catalogo-fichas	sesion	HISTORIA-GEN1	2026-08-04T03:32:34-06:00	1	198	False	2	[]	True	False	False	Encargo T: sella cruce catálogo × fichas del Hito D, y el complemento invertido
Modelado-Mexicano	sesion/indice2-1786050152	sesion	HISTORIA-GEN1	2026-08-06T15:28:16-06:00	1	339	False	1	[]	True	False	False	T02: renombra el encargo a su fecha de redacción (7/ago) -- la fecha duplicada colisionaba bajo normalización. Desviación de perímetro autorizada por mesa: el perímetro estaba mal escrito.
Modelado-Mexicano	sesion/p-lapop-microdato	sesion	HISTORIA-GEN1	2026-08-05T01:00:32-06:00	1	271	False	2	[]	True	False	False	Corrección de mesa: añade línea de acto P-LAPOP a forense/hallazgos.md
Modelado-Mexicano	verif3-1786042795	otro	HISTORIA-GEN1	2026-08-06T13:48:29-06:00	1	325	False	1	[]	True	False	False	ci: commit vacío para forzar evento synchronize (diagnóstico)
Modelado-Mexicano	verif3-outage-note-1786046437	otro	HISTORIA-GEN1	2026-08-06T14:02:08-06:00	1	326	False	1	[]	True	False	False	hallazgos.md: causa establecida (Actions major_outage) y fusión real de PR #153
Modelado-Mexicano	wt-abrir4-1786051186	otro	HISTORIA-GEN1	2026-08-06T16:45:52-06:00	1	348	False	1	[]	True	False	False	Merge origin/main into wt-abrir4-1786051186
Modelado-Mexicano	codex/gen2-marcador-adopcion-cli-1	codex	MEDICION-SIN-RESCATAR	2026-09-19T12:40:54-06:00	14	0	False	9	['CALC-PISOS-ENIF2021-EJES-0002']	False	False	False	Cierra integración del marcador y publica consumo efectivo
Modelado-Mexicano	codex/gen2-motral2015-prioridades-prestaciones-cli-1	codex	MEDICION-SIN-RESCATAR	2026-09-19T18:01:33-06:00	6	0	False	9	['CALC-MOTRAL2015-PRIORIDADES-PRESTACIONES-0001']	False	True	False	RESULT MOTRAL2015 prioridades corregido
Modelado-Mexicano	codex/gen2-recibo-codex-3	codex	REVISAR-A-MANO	2026-09-19T14:44:19-06:00	2	0	False	8	[]	False	False	False	[GEN2-RECIBO-CODEX-3] integra ENADID y cierre final
Modelado-Mexicano	codex/optimiza-verificacion-ci-prueba-compuerta	codex	REVISAR-A-MANO	2026-09-19T20:02:58-06:00	1	0	False	7	[]	False	False	False	test temporal: fallos y omisiones para comprobar compuerta CI
mm-adq	adq/2026-09-15-nc-0202	adq	REVISAR-A-MANO	2026-09-15T22:34:34-06:00	1	0	False	3	[]	False	False	False	adq: adquiere metadatos IHSN para NC-0202
mm-adq	adq/2026-09-16-gen2-38-investigacion	adq	REVISAR-A-MANO	2026-09-16T00:11:32-06:00	1	0	False	2	[]	False	False	False	[ADQ] 2026-09-16
mm-adq	censo/2026-09-16	censo	REVISAR-A-MANO	2026-09-16T00:12:57-06:00	4	0	False	3	[]	False	False	False	[ADQ] 2026-09-16
