seccion	id	veredicto	cita
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-A-a98a-02	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERÍMETRO:del COMMIT-1 del lote, en CAJA (el encargo §10 lo asigna a dirección co
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-A-a98a-03	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-A-a98a-04	VENCIDO	forense/no-corrido.tsv razon=PARO-PREMISA
no-corrido.tsv	NC-260921-GEN2-VALIDACION-INDEPENDIENTE-PILOTOS-1-7ef3-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:SIN-ASIGNAR -- el encargo pide R (punto+IC) y C2 (punto); el IC de C2 queda emi
no-corrido.tsv	NC-260921-GEN2-VALIDACION-INDEPENDIENTE-PILOTOS-1-7ef3-02	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE: dirección cita la fuente y el universo de «18 de 20» o la fras
no-corrido.tsv	NC-260921-GEN2-VALIDACION-INDEPENDIENTE-PILOTOS-1-7ef3-03	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:SIN-ASIGNAR -- sucesor de spec del piloto 3 (o el encargo maestro de specs celd
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-02	VIGENTE	forense/no-corrido.tsv razon=`NO-VERIFICABLE-AQUÍ` a `1e-10`: el piloto 2 construyó `C7` y su `MAE(C2)` sobre el `C2` d [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-03	VIGENTE	forense/no-corrido.tsv razon=`DIFERIDO-A:` COMMIT-2 — en el ensayo «como si 2025 fuera la ola nueva» `T3` para `evade_n
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-04	DE-MESA	forense/no-corrido.tsv razon=`DECISIÓN-DE-MESA-PENDIENTE` — este acto no corre LLM (encargo §10); `L` entra al COMMIT-2
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-05	VIGENTE	forense/no-corrido.tsv razon=`FUERA-DE-PERÍMETRO`: `tools/corrida0.py registro` (TUBERÍA) — `_funcion_de_dependencia` n
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-06	VIGENTE	forense/no-corrido.tsv razon=`DIFERIDO-A:` FP-398 (a) — censado en `forense/analisis/ci-guardias/censo-tests.tsv` (fila
no-corrido.tsv	NC-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-01	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE: FP-398 FIRMADA opción (a) (instalar librerías en CI) con ejecu
no-corrido.tsv	NC-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-02	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE: FP-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-02 con recomendación 
no-corrido.tsv	NC-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-03	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:ARBITRO-MARGINALES-2 (las demás reglas del árbitro: ENUT, EDER, ENCUCI) y a las
no-corrido.tsv	NC-260921-GEN2-CUADERNO-DE-MESA-1-b6dc-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A: tramite de firmas posterior al cuaderno -- el PARO (a) del encargo veda expres
no-corrido.tsv	NC-260921-GEN2-CUADERNO-DE-MESA-1-b6dc-02	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE -- son preguntas de regla que gobernarian actos futuros, no cas
no-corrido.tsv	NC-260921-GEN2-CUADERNO-DE-MESA-1-b6dc-03	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUÍ -- (a) esta sesion NUBE no tiene gh con credenciales, verificado: tool [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-TUBERIA-ENRUTAMIENTO-PR-1-9a2c-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A: acto propio de /revisa, cuando haya evidencia de uso del job enrutamiento-pr
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-SIN-CHOQUE-2-8e53-01	DE-MESA	forense/no-corrido.tsv razon=DECISION-DE-MESA-PENDIENTE: cambiarlo toca E.7 de las instrucciones ('toda corrida sellada
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-SIN-CHOQUE-2-8e53-02	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERIMETRO: es de un acto de TUBERIA sobre el registro de tests, no de este. Es co
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-SIN-CHOQUE-2-8e53-03	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERIMETRO: es del acto sucesor que trate las vistas derivadas (la misma clase que
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-SIN-CHOQUE-2-8e53-04	DE-MESA	forense/no-corrido.tsv razon=DECISION-DE-MESA-PENDIENTE: es una propiedad de la configuracion del repositorio en GitHub
no-corrido.tsv	NC-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-01	VIGENTE	forense/no-corrido.tsv razon=SUSTITUIDO-POR:GEN2-ENUT-PISOS-Y-SERIE-1 (núcleo común) — absorbe: piso 2019 por eje y raz
no-corrido.tsv	NC-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-02	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE: enlace del piso del núcleo a las celdas C1 del marcador.
no-corrido.tsv	NC-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-03	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:FP-398 (a) — instalar numpy/pytest en CI es decisión de mesa pendiente
no-corrido.tsv	NC-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-04	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:SIN-ASIGNAR — un sucesor que mida trabajo doméstico verifica los ítems; no hay 
no-corrido.tsv	NC-260921-GEN2-ENCIG-SERIE-Y-TENDENCIA-1-852f-02	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:CALC-ENCIG-ORIGEN-MOVIL-0002 -- #971 esta OPEN, no en main (verificado con gh p
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-01	VENCIDO	forense/no-corrido.tsv razon=PARO-PREMISA: el C2 sellado cubre 9 de 14 pares, no 14; el «C2 restringido a quien trabaja
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-02	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUÍ: la herramienta no existe en el árbol (grep 'corrida0 ensayo' tools/co [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-03	DE-MESA	forense/no-corrido.tsv razon=DECISIÓN-DE-MESA-PENDIENTE: fusionar #973 antes del sello de capturas, o fijar agregador
no-corrido.tsv	NC-260921-GEN2-ADQUIERE-ENVIPE2026-ENIGH2024-1-dd08-01	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERIMETRO: la corrida real sobrescribio el overlay completo (43020 filas + 6091 g
no-corrido.tsv	NC-260921-GEN2-ADQUIERE-ENVIPE2026-ENIGH2024-1-dd08-02	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERIMETRO: P3 pide descriptor + nota tecnica + cuestionario; estos cuatro son doc
no-corrido.tsv	NC-260921-GEN2-TRAMITE-FIRMAS-5-958c-02	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERÍMETRO: el encargo lo prohíbe explícitamente (§10, "no re-sella FP-374")
no-corrido.tsv	NC-260921-GEN2-TRAMITE-FIRMAS-5-958c-04	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERÍMETRO: el encargo los excluye explícitamente ("NO entran en este trámite")
no-corrido.tsv	NC-260921-GEN2-TRAMITE-FIRMAS-5-958c-05	VIGENTE	forense/no-corrido.tsv razon=PARO-ENTORNO: 2 FAIL nuevos, T-YAMEDIDO (cita en cuerpo sellado sin salida de ya_medido.py [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-RAPIDO-1-baca-01	VIGENTE	forense/no-corrido.tsv razon=PARO-ENTORNO: gh no disponible en la nube; el encargo preveia este camino [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-RAPIDO-1-baca-02	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUI: el PARO de lista cerrada (que un byte de P-B cambie) exige mas presup [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-RAPIDO-1-baca-03	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUI: reclasificar 22 sitios sin violar el PARO "FAIL sin acotar en familia [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-TUBERIA-CIERRE-RAPIDO-1-baca-04	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUI: depende de la sonda P0(ii) no corrida; dar permiso de escritura a un  [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260921-GEN2-DUELO-ENVIPE2026-CONGELA-1-69b5-01	VIGENTE	forense/no-corrido.tsv razon=FUERA-DE-PERIMETRO: de PARTE B, GEN2-DUELO-ENVIPE2026-COMMIT-2-3-1, otra sesion
no-corrido.tsv	NC-260922-GEN2-TUBERIA-EFICIENCIA-1-0d1b-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:EFICIENCIA-2
no-corrido.tsv	NC-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-2-3-8e53-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-2-3-8e53-01
no-corrido.tsv	NC-260921-GEN2-DIN-CREDITO-PREDICCION-2024-COMMIT-1-7866-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:CALC-DIN-CREDITO-PREDICCION-2024-ADJUDICACION-0001 COMMIT-3, tal como el propio
no-corrido.tsv	NC-260921-GEN2-ENIGH2024-SERIE-Y-COMMIT-1-7492-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:acto sucesor tras firma b7ae-02 (FP-260921-GEN2-ENIGH2024-SERIE-Y-COMMIT-1-7492
no-corrido.tsv	NC-260921-GEN2-ENIGH2024-SERIE-Y-COMMIT-1-7492-02	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:mismo acto sucesor que corra COMMIT-2, tras firma b7ae-02
no-corrido.tsv	NC-260922-GEN2-LECTURAS-DE-MESA-Y-ROTULOS-1-7357-01	VENCIDO	forense/no-corrido.tsv razon=PARO-PREMISA
no-corrido.tsv	NC-260922-GEN2-LECTURAS-DE-MESA-Y-ROTULOS-1-7357-02	VIGENTE	forense/no-corrido.tsv razon=NO-VERIFICABLE-AQUÍ [reclasificado: NO-VERIFICABLE-AQUI/PARO-ENTORNO por falta de herramienta (gh/scipy) o presupuesto de sesion, no por corpus/microdato/red -- no es DE-CAJA]
no-corrido.tsv	NC-260922-GEN2-DIN-CREDITO-PREDICCION-2024-COMMIT-2-3-95ec-01	VIGENTE	forense/no-corrido.tsv razon(prosa)=defecto heredado en el codigo SELLADO de CALC-DIN-CREDITO-PREDICCION-2024-ADJUDICACION-0001/medidor.
no-corrido.tsv	NC-260922-GEN2-RELEVO-TANDA-7-9a4c-01	VENCIDO	forense/no-corrido.tsv razon=PARO-PREMISA
no-corrido.tsv	NC-260922-GEN2-VALIDACION-INDEPENDIENTE-LOTE-1-41d6-01	VIGENTE	forense/no-corrido.tsv razon=DIFERIDO-A:SIN-ASIGNAR -- la comparacion que adjudica es una sola, C2 contra R2 (spec Sec.
1.1-firmas-pendientes	FP-260921-MOTOR-THETA-CONGELADA-1-e8fa-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-ENUT-PISOS-Y-SERIE-1-308c-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-CORPUS-INTEGRIDAD-Y-RESPALDO-1-3d56-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-CREDITO-HISTORIA-1-ff56-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-CREDITO-HISTORIA-1-ff56-02	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-ENCIG-SERIE-Y-TENDENCIA-1-852f-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-ARBITRO-MARGINALES-1-ed7d-02	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-02	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-03	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-1-6c10-04	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-TRAMITE-FIRMAS-5-958c-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-2-3-8e53-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-LOTE-ENIF2024-COMMIT-2-3-8e53-02	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260921-GEN2-DIN-CREDITO-PREDICCION-2024-COMMIT-1-7866-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.1-firmas-pendientes	FP-260922-GEN2-DIN-CREDITO-PREDICCION-2024-COMMIT-2-3-95ec-01	DE-MESA	forense/firmas-pendientes.tsv: estado=ABIERTA; data/corrida0/decisiones.tsv: 0 menciones (grep) — sin autorizacion registrada
1.4-resultados-gen2-pendientes-adopcion	RESULT-BANXICO-2024-AUT-ATRASO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-BANXICO-2024-HIP-ATRASO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-BANXICO-2024-NOM-ATRASO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-BANXICO-2024-PER-ATRASO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-BANXICO-2024-TDC-ATRASO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-CTX-2019-P-ALTO	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-CTX-2021-P-ALTO	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-CTX-2023-P-ALTO	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-EDER-A-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-MOTRAL15-ENOE-P17-CON-ACCESO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-MOTRAL15-ENOE-P17-SIN-ACCESO-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.4-resultados-gen2-pendientes-adopcion	RESULT-MOTRAL15-P17-TOTAL-P	DE-MESA	python3 tools/corrida0.py status: N_resultados_gen2_pendientes_adopcion=12 (22/sep, igual a §1.4 del inventario); adopcion es merge de mesa (E.2) — PARO c del encargo prohibe adoptar
1.5-corridas-no-cuentan	CALC-AGG-marco-M-sorteado-v1_3--ea39f8f6ef58	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-AGG-marco-M-sorteado-v1_3-ola-v3--bed86a1ad7b2	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-B-MARCO-MAE-0001--ca4a57db30d6	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-C0D-ALCANCE-CORPUS-CAPTURA-SUCESOR--000239ee8c67	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-DIN-LOTE-ORO-C2IC-0001--a254c50efa24	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-DUELO-0001--e905fed3578e	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-F5-REANALISIS-0001--bc95bb1ee13c	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-M-marco-M-sorteado-v1_3--8f09149b968e	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-M-marco-M-sorteado-v1_3-ola-v2--e374e27aee4f	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-MOTOR-celdas-semilla-v2--af1dee672bcd	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-SMOKE-0002--0efdf5ea899e	VIGENTE	§1.5 inventario, motivo=NO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-IMOR-CONTEXTO-0001--ae5153ab1e6b	VIGENTE	§1.5 inventario, motivo=NO-DERIVACION-CONTEXTUAL (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-TANDAS-ENNVIH-PANEL-0001--f3d79bb1c4fa	VIGENTE	§1.5 inventario, motivo=NO-SIN-FIRMA-DE-OBJETO (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001--b347743353b2	VIGENTE	§1.5 inventario, motivo=PENDIENTE-DE-CASCADA-DIFERIDA (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-ENCIG2023-FLUJO-0001--2642db58b065	VIGENTE	§1.5 inventario, motivo=PENDIENTE-DE-CASCADA-DIFERIDA (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-ENVIPE-U4-2013-0001--d7c6823cb6ff	VIGENTE	§1.5 inventario, motivo=PENDIENTE-DE-INTEGRACION-SERIAL (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-ENVIPE-U4-2015-0001--d7c6823cb6ff	VIGENTE	§1.5 inventario, motivo=PENDIENTE-DE-INTEGRACION-SERIAL (regla E.1/cadena o etiqueta de spec); sin cambio de premisa detectado
1.5-corridas-no-cuentan	CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0002--18e3c08247d5	DE-MESA	§1.5 inventario, motivo=PENDIENTE-DE-MESA; requiere decision de mesa antes de contar (cuenta_gen2)
1.5-corridas-no-cuentan	CALC-ENFIH2019-COBERTURA-SALDOS-CATPOS-0001--f22dc8014aec	DE-MESA	§1.5 inventario, motivo=PENDIENTE-DE-MESA; requiere decision de mesa antes de contar (cuenta_gen2)
1.5-corridas-no-cuentan	CALC-ENFIH2019-COBERTURA-SALDOS-CATPOS-0002--cd853c64a584	DE-MESA	§1.5 inventario, motivo=PENDIENTE-DE-MESA; requiere decision de mesa antes de contar (cuenta_gen2)
1.5-corridas-no-cuentan	CALC-WBES2023-PRECISION-INTERACCIONES-0001--7f2a0899f700	DE-MESA	§1.5 inventario, motivo=PENDIENTE-DE-MESA; requiere decision de mesa antes de contar (cuenta_gen2)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-08-GEN2-SONDA-3-PILOTO-CAJA.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-08-GEN2-SONDA-3-PILOTO-CAJA.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-F5-DOCUMENTAL-EJECUCION-PENDIENTE.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-F5-DOCUMENTAL-EJECUCION-PENDIENTE.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-693/10-GEN2-ENVIPE-VALIDACION-Y-LECTURA.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-693/10-GEN2-ENVIPE-VALIDACION-Y-LECTURA.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-693/11-GEN2-CORRUPCION-UNIDAD-Y-FUENTE-GENERAL.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-693/11-GEN2-CORRUPCION-UNIDAD-Y-FUENTE-GENERAL.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-707/07R-GEN2-PRODUCCION-Y-FALLO-POST707.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-707/07R-GEN2-PRODUCCION-Y-FALLO-POST707.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
