calc_id	corrida_id	resultado_replay	contexto_replay	razones	spec_yaml_sha256	script_blob_sha256	input_sha256_efectivos	codigo_commit	fecha_verificacion	entorno	procedencia	alcance	nota
CALC-PISOS-ENCIG2023-EJES-0002	CALC-PISOS-ENCIG2023-EJES-0002--e78137e8d9a6	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 64/64 RESULT; 2/2 inputs COINCIDE	c08a5ea9fdd557de86756dba0a384b038d0c2873f870855b6a2b9a40f93da393	29be74a296a00bfd6664c807153ce88afdce1e9f6caf443fff3e30f5e23b65cb	PISOS-REJILLA-METADATOS=1715da9303957dac11146bd14e5498d11c554671edcdfb9c6ea7230845433a95,encig23_base_datos_csv=af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d	e78137e8d9a69fc201c14a7d8958a3af2eec6633	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-PISOS-REJILLA-CLI-1	preflight VERDE -> run exit=0 -> verify REPRODUCE; celdas y auxiliares completos	forense/evidencia-replay-pisos-rejilla-2026-09-19.json
CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 174/174 RESULT; 2/2 inputs COINCIDE	0828f25477735e8981862b33c44b1a70b2d89fb5a1167cf71fa84fad699468ee	d069f38bd75c47fd5550015b179c7b2e61f1ab20ce6b22c630c66392afea06a3	PISOS-REJILLA-METADATOS=1715da9303957dac11146bd14e5498d11c554671edcdfb9c6ea7230845433a95,enif2021_csv=0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9	262046606410e20ea445aac3119eafd0a0bd1e7d	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-PISOS-REJILLA-CLI-1	preflight VERDE -> run exit=0 -> verify REPRODUCE; corrección posicional sellada en 0003	forense/evidencia-replay-pisos-rejilla-2026-09-19.json; 0002 quedó expuesto sin resultados publicados y fue sucedido por 0003
CALC-ENADID-0001	CALC-ENADID-0001--1c9afb30bf83	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 13/13 RESULT; 3/3 inputs COINCIDE	95fa1298042452ccdaacb55ec6bc3f993bb4537481d5e654f3d6fe0323b295f8	9c3ba44ea7f6c0d73597fef24bd2d7b3e2b9552e8de2071fb88011f96f00249f	enadid2023_base_datos_csv=995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18,enadid2023_fd_xlsx=d56582b7ace04e2c13a1b9ea22aeea458d7b9cc02a21241e5fda29fe12b4f34c,enadid2023_hogar_cuestionario_pdf=8b046a68dc19e292522557e05d81952e8fb04c2d3a1375c93fa7192e857e3270	1c9afb30bf8339baf9cd04a082629e401aaa0dda	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENADID-UNION-ACTUAL-CLI-1	13 RESULT sellados; control independiente 12/12 producto×edad para punto, EE, IC y gl; sin adopción	forense/analisis/enadid-union-actual-cli-1/evidencia-replay-aislado.json
CALC-ISSP2017-APOYO-MONETARIO-0001	CALC-ISSP2017-APOYO-MONETARIO-0001--f2f7a3399ce7	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 11/11 RESULT; 5/5 inputs COINCIDE	9789a80f3d6ce0a98781ce182a49409368980c656f16bb83afece983c51992ea	24de52e268f8a12304d23e29364372cd037f260cad3a5c7219d49d90622ee111	za6980_backgroundvar_mx=6004c300ca1331bfd15f163c4deaa726c71b66b46ae9e05361f40ae8cc26ca5f,za6980_codebook_integrado_evidencia=de18929fc4aa638e458b191d103d9a19f766121291d758f77a65268106cfe356,za6980_q_mx=61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed,za6980_v2_0_0_dta=aa3bfcbcc1dc20a2735e8e9d2d3d47a72d909dade66e8c4623b910965dc227de,za6980_v2_0_0_sav=20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	f2f7a3399ce7547f52057acc8f06f1a4a45789c8	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · GEN2-ISSP-APOYO-MONETARIO-DESCRIPTIVO-CLI-1	run sellado -> verify REPRODUCE; tabla total/sexo y contraste descriptivo; sin IC por diseño no acreditado	forense/analisis/issp-apoyo-monetario-cli-1/evidencia-replay-issp-apoyo-monetario-2026-09-19.json
CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001	CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001--b6365529136d	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 22/22 RESULT; 5/5 inputs COINCIDE	9cb213fdbd4889353103715f0399e82df76995f9da226ce54b49807f12e039df	d5ed6e8cb3467ac06435ead0445e610483bfbdb5f954788cad184a8b7c5a2cf4	za6980_backgroundvar_mx=6004c300ca1331bfd15f163c4deaa726c71b66b46ae9e05361f40ae8cc26ca5f,za6980_q7_evidencia=7e8f4e13064d4cc4764c150a6d1842c90340857e39c320a3377a93fd9f9f676b,za6980_q_mx=61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed,za6980_v2_0_0_dta=aa3bfcbcc1dc20a2735e8e9d2d3d47a72d909dade66e8c4623b910965dc227de,za6980_v2_0_0_sav=20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	b6365529136d86851034ef7a8bf36209452dc66b	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · GEN2-ISSP2017-REDES-APOYO-COTIDIANO-CLI-1	run sellado -> verify REPRODUCE; P1-P3 y control independiente; sin IC por diseño no acreditado	forense/analisis/issp2017-redes-apoyo-cotidiano-cli-1/evidencia-replay.json
CALC-ENFIH2019-SALDOS-AFORE-0001	CALC-ENFIH2019-SALDOS-AFORE-0001--dbc34849fdf6	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 65/65 RESULT; 3/3 inputs COINCIDE; media, mediana e IC de cobertura comprobados independientemente	e60be622a67fa6a8aed20d92224eef235227c2060c07a60f27c472017ff938e8	5d8ef2b2a1a915cde8ebef1d835ea4bc76f07933792a1687419b2e0278c76d0e	IN-ENFIH2019-SALDOS-AFORE-SPEC=9331252cd09abb51d7288317e10795d2e21efb7fb93d91436603641be6e238d3,enfih2019_bd_csv_zip=be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5,enfih2019_fd_xlsx=326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	dbc34849fdf6acbcd3767fe25513e5fc3c53ec6f	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENFIH2019-SALDOS-AFORE-CLI-1	65 RESULT sellados; distribución de saldo condicionada a cobertura completa; sin adopción ni stock nacional	forense/analisis/enfih2019-saldos-afore-cli-1/replay-aislado.json
CALC-ENFIH2019-SALDOS-AFORE-CONCENTRACION-0001	CALC-ENFIH2019-SALDOS-AFORE-CONCENTRACION-0001--babd8ac9a00c	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 18/18 RESULT; 4/4 inputs COINCIDE; puntos comprobados por calculo independiente	2a41270ac93b92d2bed646a2662224bad898ccb24619437994cac2cf7557cad5	c42c250390e3160ad110099478d79c1f35c988ed5c51db4926a4906cfa4cbc34	IN-ENFIH2019-SALDOS-AFORE-0001-RESULTADOS=1effede2c52dfa5afa7d888865f785885b2040889c868a96540e3d14d5d727d1,IN-ENFIH2019-SALDOS-AFORE-CONCENTRACION-SPEC=df641f04d61ac8c0b850b6126d1ba296019fa986bccafec922a14250875a6c0e,enfih2019_bd_csv_zip=be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5,enfih2019_fd_xlsx=326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	babd8ac9a00ca994f70484047ad9ed5ca093f8ff	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENFIH2019-SALDOS-AFORE-CLI-1	18 RESULT sellados; contraste pareado de concentración todos completos menos positivos; sin adopción ni stock nacional	forense/analisis/enfih2019-saldos-afore-cli-1/replay-concentracion-aislado.json
CALC-PISO-PERSISTENCIA-ERROR-0001	CALC-PISO-PERSISTENCIA-ERROR-0001--24afe8b90751	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 317/317 RESULT; 5/5 inputs COINCIDE	47b3e2b5b4cf09b34facdc7f931b037e4fb9a2bcea0fd06e5ba876e912d98a78	74c85667bb74fe7baca9de5f1a541437a45351c9cb689351818c53977bb7d28e	CALC-PISOS-ENVIPE2024-EJES-0002=a898a3cccfb3b63cc2055cc3c12f8edf4863a9f116466f74d5235a0d8c5e217f,CALC-PISOS-ENCIG2023-EJES-0002=bd13a97b01f2d1251c54ddd3ff8c2d1ab5d16f68bc77f2b4041c1b617ee78568,CALC-PISOS-ENIF2021-EJES-0003=3348feb66621470e07b0ad1e97d0081a4533d9b155573cd59fc45540323c17a0,PISOS-REJILLA-METADATOS=1715da9303957dac11146bd14e5498d11c554671edcdfb9c6ea7230845433a95,TRAMITE-OLA5-PROPUESTA=93dfa3f9aab250dabf9cbe8c93ccef2012cb763c5367d023f24dbfbd867fbc8f	24afe8b90751e9206124e5dfaa6ee2d34e9d835a	2026-09-19	NUBE sin corpus montado (data/raw ausente; el CALC no abre microdato: resta RESULT ya sellados)	VERIFY-DIRIGIDO · GEN2-MARCADOR-PISOS-ENLACE-1	53 celdas marginales enlazadas; d = R - piso en pp con IC95 de dos IC sellados; agregados por instrumento y desenlace, nunca entre instrumentos; sin adopcion	data/corrida0/CALC-PISO-PERSISTENCIA-ERROR-0001/sello.json
CALC-ENCIG2023-CRUCES-HISTORICOS-0002	CALC-ENCIG2023-CRUCES-HISTORICOS-0002--d5ccb1696929	REPLICA-RESULTADO · CONTEXTO-DISTINTO	DISTINTO	codigo_distinto; RESULTADO=REPRODUCE	1a11a4b662a0cba81a898c8fe76460aaac4081e4a74ff8b759ea8fc9b8c5cb5b	3899d086834cd9c1a349bd26f411d20ef4218ce057b7733dfe98ca304ff131fd	encig23_base_datos_csv=af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d,pisos_encig2023_resultados=bd13a97b01f2d1251c54ddd3ff8c2d1ab5d16f68bc77f2b4041c1b617ee78568	d5ccb16969291a593da626550cbb1e8667697ba2	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENCIG-CRUCES-HISTORICOS-CLI-1	replay de los dos CALC consumidos por 02-seleccion.json; sin adopción ni apertura de 2025	forense/analisis/gen2-encig-cruces-historicos-cli-1/evidencia-replay-encig-cruces-historicos-2026-09-19.json
CALC-ENCIG2021-CRUCES-HISTORICOS-0003	CALC-ENCIG2021-CRUCES-HISTORICOS-0003--44297142b8cc	REPLICA-RESULTADO · CONTEXTO-DISTINTO	DISTINTO	codigo_distinto; RESULTADO=REPRODUCE	b7ea6f9d64022308353acc24a33bed1024ea3469b200778e8c2a3bf8d3db49b5	f7227fd27673af87623ef1153285b7056dd8a4578588d30f74b0314a2879747a	encig2021_csv=c92ea34c7c57237c49ca3d8d99382e340b5939c371ce820332876f7c4c62c56a	44297142b8cc440431a1393734abe6362dc5c861	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENCIG-CRUCES-HISTORICOS-CLI-1	replay de los dos CALC consumidos por 02-seleccion.json; sin adopción ni apertura de 2025	forense/analisis/gen2-encig-cruces-historicos-cli-1/evidencia-replay-encig-cruces-historicos-2026-09-19.json
CALC-ENSAFI2023-ESTRATEGIAS-CONJUNTAS-0001-v1_1	CALC-ENSAFI2023-ESTRATEGIAS-CONJUNTAS-0001-v1_1--b76b950ff9df	REPRODUCE	IDENTICO	verify aislado: 29/29 RESULT; 1/1 input COINCIDE; deltas numéricos 0; sin IDs faltantes	ecb85bba038f60946c5969e3dfba1051732ccd86aae7fe7fbd6f4d24026470e5	45f6a57af3d103268167f6e4353c997dea9502212233383e120c6da12c334b83	ensafi2023_bd_csv_zip=c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	b76b950ff9df0a1033567c86b01b6469fc338cbe	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · GEN2-ENSAFI2023-ESTRATEGIAS-CONJUNTAS-CLI-1	Replay aislado del sucesor v1_1: regenera desde el ZIP declarado las cinco salidas cuyo SHA-256 es RESULT sellado; sin adopción	forense/analisis/ensafi2023-estrategias-conjuntas-cli-1-v1_1/evidencia-replay-dirigido-ensafi-estrategias-conjuntas.json
CALC-ENCUCI2020-RESPUESTA-POR-CONTACTO-0001-v1_1	CALC-ENCUCI2020-RESPUESTA-POR-CONTACTO-0001-v1_1--796156326e60	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 12/12 RESULT; 1/1 input COINCIDE	459d0b6107d0e6a44f5615c0599d6067c296df3ca8ebf30f00d2684270ef1388	ed7501c6ba63a540263f5949194d6daf216d8fcaf7e30869dce945bea9e502b4	encuci2020_bd_dbf=0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283	796156326e60d0991c9755be31f30bd4a4a5a256	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · GEN2-ENCUCI2020-RESPUESTA-POR-CONTACTO-CLI-2	Sucesor v1_1; 12 RESULT sellados; validaciones de diez contactos; sin adopción	forense/analisis/encuci2020-respuesta-por-contacto-cli-2/evidencia-replay-dirigido-v1_1.json
CALC-ENUT2024-DISTRIBUCION-HORAS-0001	CALC-ENUT2024-DISTRIBUCION-HORAS-0001--d3d53fe335bc	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 26/26 RESULT; 2/2 inputs COINCIDE; puntos nacionales comprobados por calculo independiente	82accac9dc948bdfb0878207bdd934d6994ff86ab108b0e32d5d87bd93ff22ac	87fce9bb88223230ddb02872b6caa82013c515ea288a301756f4c177a2b2c1fd	enut2024_bd_csv=25f35626464053441b367b24001d255dbca408b5f576e614e0e09ac58691c4ba,enut2024_fd_xlsx=4a7dddf1bc0612f5e72694b146848804edc47d8f00c86e7d34d1cfb8f5ec3f58	d3d53fe335bcb2fa98970d0ed59e21853a2be9bc	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENUT2024-DISTRIBUCION-HORAS-CLI-2	26 RESULT sellados; cuantiles y concentración total/sexo, todas válidas/participantes; sin adopción	forense/analisis/enut2024-distribucion-horas-cli-2/evidencia-replay-enut2024-distribucion-horas.json
CALC-ENUT2024-DISTRIBUCION-HORAS-0002	CALC-ENUT2024-DISTRIBUCION-HORAS-0002--66a1f09471c3	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 26/26 RESULT; 2/2 inputs COINCIDE; sucesor solo corrige basenames, hashes de tablas identicos al padre	522afa7da1fdc60f866c8b3af0fd37fb21444e5ec94d7d1a3ec9ec7f38596277	d4cafceccae395c92df64c161b046b4f7cbe72b387324e9b85eeae2007fd012e	enut2024_bd_csv=25f35626464053441b367b24001d255dbca408b5f576e614e0e09ac58691c4ba,enut2024_fd_xlsx=4a7dddf1bc0612f5e72694b146848804edc47d8f00c86e7d34d1cfb8f5ec3f58	66a1f09471c335cd247a5e2b2f0d0ffe65038fc3	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENUT2024-DISTRIBUCION-HORAS-CLI-2	26 RESULT sellados; sucesor no numerico con artefactos de nombre unico; sin adopcion	forense/analisis/enut2024-distribucion-horas-cli-2/evidencia-replay-enut2024-distribucion-horas-sucesor.json
CALC-C2-COMPUESTO-RESERVADAS-0001	CALC-C2-COMPUESTO-RESERVADAS-0001--d7b7e140d3df	REPRODUCE	IDENTICO	verify REPRODUCE; CONTEXTO=IDENTICO; 632/632 RESULT; 6/6 inputs COINCIDE; control de reproduccion contra el C2 YA SELLADO del par piloteado (CALC-DIN-AHORRO-SOLO-INFORMAL-EMISIONES-0001): REPRODUCE, delta_max_abs=0.0 en 8/8 celdas	a522f38c35611171628c5b4047e19149a0601c8337db05e0d4e8c07f9fab37d4	bfb4087ab5a143b92263db7cd0066c66efb92ca705933394f457501dbba271df	IN-ARBITRO-MARGINALES=93dfa3f9aab250dabf9cbe8c93ccef2012cb763c5367d023f24dbfbd867fbc8f,IN-CONTROL-C2-YA-SELLADO=69ec9c6a21d259a76ae5617f2cff801e6165c351c750121125cc77e642f2d8c1,IN-FORMA-C2-SELLADA=71878f9ca98698a4d770b77e583e5086875509dcd022ba6928b86caa976a12d9,IN-MARCADOR-SEGMENTO=cd773ff3aa3e33d28aee2be5ddca654f900d93eb2029986ffd1f8173b07f32a0,IN-MOTOR-NACIONALES=4b635828c326a5f5e7e125254fe80c91f4416c27041bc88ba5322409b274922d,IN-SPEC-SELLADA=bacd82611e749a7d7e109e287b87430a19dc02ac7c3b31a2f87d93ad5a9b242b	d7b7e140d3dfb55de3efb650087294ab6ab861fc	2026-09-19	NUBE (Claude Code on the web) -- cero microdato: data/raw ausente y no se pidio; los 6 inputs son origen=repo	EMISION-C2-COMPUESTO · GEN2-C2-COMPUESTO-RESERVADAS-1	206 celdas EMITIDA-SIN-EVALUAR sobre 16 de 22 pares RESERVADA; 0 IC (tipo_incertidumbre=NO-PROPAGADA-COVARIANZA-NO-SELLADA); no adopta, no consume la reserva	data/corrida0/CALC-C2-COMPUESTO-RESERVADAS-0001/sello.json
CALC-ENADID2023-UNION-SEXO-EDAD-0002	CALC-ENADID2023-UNION-SEXO-EDAD-0002--86297ecacc4f	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 11/11 RESULT; 3/3 inputs COINCIDE	de0b20bdc27a1be490417411a35243be685fec4355ae8692a6b4a43b6e5d89e2	11b056b51ba820077af589e4ea715cc36961c90f54a6f713fde59217f2a6fbff	enadid2023_base_datos_csv=995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18,enadid2023_fd_xlsx=d56582b7ace04e2c13a1b9ea22aeea458d7b9cc02a21241e5fda29fe12b4f34c,enadid2023_hogar_cuestionario_pdf=8b046a68dc19e292522557e05d81952e8fb04c2d3a1375c93fa7192e857e3270	86297ecacc4f55a0836fcb2c8a0a90781452fda1	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENADID2023-UNION-SEXO-EDAD-CLI-2	11 RESULT sellados; P1/P2/P3, reconstrucción del padre y control independiente de covarianza; sin adopción	forense/analisis/enadid2023-union-sexo-edad-cli-2/evidencia-replay-aislado-0002.json
CALC-ENADID2023-UNION-SEXO-EDAD-0003	CALC-ENADID2023-UNION-SEXO-EDAD-0003--a6146d208325	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 11/11 RESULT; 3/3 inputs COINCIDE	c2b4d49d4822653d4e6442e1691dea93a8b7693752e057baf2d437c6804d8d2e	8469a677af7628e1b1971285c08973331a01d091816838b50d2a600968f72b0e	enadid2023_base_datos_csv=995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18,enadid2023_fd_xlsx=d56582b7ace04e2c13a1b9ea22aeea458d7b9cc02a21241e5fda29fe12b4f34c,enadid2023_hogar_cuestionario_pdf=8b046a68dc19e292522557e05d81952e8fb04c2d3a1375c93fa7192e857e3270	a6146d208325094f13076f2f4c604061a3dd9377	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENADID2023-UNION-SEXO-EDAD-CLI-2	11 RESULT sellados; corrección intermedia conservada, n_denominador común pero n_numerador omitido por serializador; sin adopción	forense/analisis/enadid2023-union-sexo-edad-cli-2/evidencia-replay-aislado-0003.json
CALC-ENADID2023-UNION-SEXO-EDAD-0004	CALC-ENADID2023-UNION-SEXO-EDAD-0004--28ecceb6d292	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 11/11 RESULT; 3/3 inputs COINCIDE	1511d471f6871a3744d0fb69a8239c5bbec74238e1f814e395721ee80cb3dd3d	863f31d6b4ebaea8a3bba1b9d92ee9fe67ff373ecb423aadc653a7bf66e8e9bb	enadid2023_base_datos_csv=995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18,enadid2023_fd_xlsx=d56582b7ace04e2c13a1b9ea22aeea458d7b9cc02a21241e5fda29fe12b4f34c,enadid2023_hogar_cuestionario_pdf=8b046a68dc19e292522557e05d81952e8fb04c2d3a1375c93fa7192e857e3270	28ecceb6d292dadd6fba8aff24a2c0a390f304e5	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-ENADID2023-UNION-SEXO-EDAD-CLI-2	11 RESULT sellados; corrige sólo n_numerador/n_denominador de peso_estandar_edad; puntos e incertidumbre idénticos; sin adopción	forense/analisis/enadid2023-union-sexo-edad-cli-2/evidencia-replay-aislado-0004.json
CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0002	CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0002--8507f8cf7e3f	REPRODUCE	IDENTICO	verify dirigido REPRODUCE; contexto idéntico; 2/2 RESULT; 2/2 inputs coinciden; tablas sustantivas hasheadas y control independiente de punto/EE	868afcb41913869546cffa9d2eee20f6bb42ce11d5fae23bddd6d58071ba3d39	d5aa9ad1331462f0d9ac84b59a98143a452f8c737dda331c9621a32ee0faab54	eder_2017_eder2017_bases_csv=bcc7eb90c2d016976fd8ba24528ce614bf4db0c29a1e3e0cf674bdfb024de0e3,eder_2017_eder2017_fd=dd4d93114a38e80192bbc29a4a4ab7fba6e4bce0067ecfcdbb4540ada5890541	8507f8cf7e3f43e0a1b2b54810f9c48243e8350f	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · EDER-PRIMERA-UNION-SEXO-COHORTE	perfil, contraste y EE controlados; sin adopción	data/corrida0/CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0002/cierre.md
CALC-C2-COMPUESTO-IC-ENIF2024-0001	CALC-C2-COMPUESTO-IC-ENIF2024-0001--d2c22b3f1da5	REPRODUCE	IDENTICO	verify aislado x2 REPRODUCE (CONTEXTO=IDENTICO, codigo/parametros/seed/dependencias IDENTICO); 1336/1336 RESULT; 11/11 inputs COINCIDE; control 1 (punto vs CALC-C2-COMPUESTO-RESERVADAS-0001) REPRODUCE delta_max_abs=0.0 en 136/136; control 2 (marginales de la replica base vs R sellados del arbitro) REPRODUCE |dp|max=7.99e-07 |dIC|max=4.94e-07 dn=0 en 30/30; guardia AST PASA (0 violaciones)	fdf2fdca357c7084d63ca841da703af0416332bcf856b2abe624f02b4c5f163d	a3edd024473f0a7f403cfed883557449dabb11c39e60db9506041e187ce285d5	IN-ARBITRO-EJES=502f5a4138c6733677f9472947cfe8c112dd04618e6ac325dd816758f7206c4d,IN-ARBITRO-MARGINALES=93dfa3f9aab250dabf9cbe8c93ccef2012cb763c5367d023f24dbfbd867fbc8f,IN-ARBITRO-MEDIDOR=58c429598c3cedd6d1f8927e8854bbb6f4461f04a94d4a92568a388c7f1f2c95,IN-C2-COMPUESTO=eebadf7f2473266bf87662a444820e40704d66332a5ff128b19640c621af652e,IN-DICTAMEN=1e770c086a38fc3856ae04dee2f0260b300b41ae741a2c40adf9aa13d584dc6e,IN-FORMA-C2-SELLADA=71878f9ca98698a4d770b77e583e5086875509dcd022ba6928b86caa976a12d9,IN-MODULO-GUARDADO=f27728cb7c24888237717cdab7ebd7c17eca782a72dc31311faa56057e05da84,IN-PUNTOS-SELLADOS=be24d879d22d28a05c36441b471976a6b0b3d40f2877efa2cd514a13e5bae3cb,IN-SPEC-SELLADA=4f712d5fdac20a21a5e268000fe38ef52801ac8aa3e5e70dbc38dd2369008acb,IN-WPROP-ARBITRO=b2e636b059538e43c57f4f1a288e028c796ef34965186c5bbb771bea5a462bd3,enif_2024_enif_2024_bd_csv=00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	d2c22b3f1da50e9af3c5a34aec5b0e204568a7ef	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-C2-COMPUESTO-IC-ENIF2024-1	136 celdas C2 de ENIF 2024 con IC95 replica por replica (marginales compartidos, seed 42, 10 000); 0 replicas sin definir; no adopta; los pares siguen RESERVADA	forense/notas/2026-09-19-GEN2-C2-COMPUESTO-IC-ENIF2024-1-cierre.md (salida cruda del verify); data/corrida0/CALC-C2-COMPUESTO-IC-ENIF2024-0001/sello.json
CALC-PISOS-ENIF2021-FORMALIDAD-0001	CALC-PISOS-ENIF2021-FORMALIDAD-0001--977c5ddae965	REPRODUCE	IDENTICO	verify aislado REPRODUCE; CONTEXTO=IDENTICO; 67 RESULT; 3/3 inputs COINCIDE	15d1dee3b6f63c1d2a68421f7c86de4f03573c0bf0931819ddb366cf2bcd6387	73cb85e6caa330eb2749ad5d02acd3f0cde862ae1e68fd4dd465964074de0c84	ARBITRO-OLA5-YAML=93dfa3f9aab250dabf9cbe8c93ccef2012cb763c5367d023f24dbfbd867fbc8f,MEDIDOR-EJES-0003=d069f38bd75c47fd5550015b179c7b2e61f1ab20ce6b22c630c66392afea06a3,enif2021_csv=0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9	977c5ddae965addf11c2aeb94d6c69e49b79d838	2026-09-19	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-AISLADO · GEN2-PISOS-ENIF2021-FORMALIDAD-1	REPLAY-ASIENTOS; sin inferencia adicional	forense/analisis/gen2-pisos-enif2021-formalidad-1/evidencia-replay-pisos-enif2021-formalidad-2026-09-19.json; asiento previo a publicación en corridas.tsv
