task_id	fuente_canonica_normalizada	familia_logica_id	relaciones	input_ref	contrato_ref	worker_report_ref
SEMTSK-8a9b298b68defb965bfc0050	MASS_MOBILIZATION_PROTEST_DATA	SIN_ACTIVO_EXACTO:MASS_MOBILIZATION_PROTEST_DATA	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-8a9b298b68defb965bfc0050.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-8a9b298b68defb965bfc0050.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-8a9b298b68defb965bfc0050.json
SEMTSK-77bc99bf6f1590312fc55959	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	SIN_ACTIVO_EXACTO:MASS_MOBILIZATION_PROTEST_DATA_MEXICO	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-77bc99bf6f1590312fc55959.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-77bc99bf6f1590312fc55959.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-77bc99bf6f1590312fc55959.json
SEMTSK-b6566cd1dcd301d7dcf62839	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	SIN_ACTIVO_EXACTO:MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	3	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-b6566cd1dcd301d7dcf62839.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-b6566cd1dcd301d7dcf62839.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-b6566cd1dcd301d7dcf62839.json
SEMTSK-8e9b0c31206f4fad1ad03a66	MEXICO_PANEL_STUDY_2012	SIN_ACTIVO_EXACTO:MEXICO_PANEL_STUDY_2012	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-8e9b0c31206f4fad1ad03a66.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-8e9b0c31206f4fad1ad03a66.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-8e9b0c31206f4fad1ad03a66.json
SEMTSK-7b76c9fc39eedca3fb8873d8	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	SIN_ACTIVO_EXACTO:MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-7b76c9fc39eedca3fb8873d8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7b76c9fc39eedca3fb8873d8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-7b76c9fc39eedca3fb8873d8.json
SEMTSK-91f4d13a88b9bc5a846d13ab	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	SIN_ACTIVO_EXACTO:MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-91f4d13a88b9bc5a846d13ab.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-91f4d13a88b9bc5a846d13ab.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-91f4d13a88b9bc5a846d13ab.json
SEMTSK-421f998d197e956bac3c19e1	OECD	SIN_ACTIVO_EXACTO:OECD	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-421f998d197e956bac3c19e1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-421f998d197e956bac3c19e1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-421f998d197e956bac3c19e1.json
SEMTSK-7fe6463046e954ef879a076d	PI	SIN_ACTIVO_EXACTO:PI	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-7fe6463046e954ef879a076d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7fe6463046e954ef879a076d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-7fe6463046e954ef879a076d.json
SEMTSK-6e6975b837ee9b2460e0fb32	PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	SIN_ACTIVO_EXACTO:PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-6e6975b837ee9b2460e0fb32.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-6e6975b837ee9b2460e0fb32.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-6e6975b837ee9b2460e0fb32.json
SEMTSK-b338f458980c8edbf66ea592	PUB	SIN_ACTIVO_EXACTO:PUB	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-b338f458980c8edbf66ea592.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-b338f458980c8edbf66ea592.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-b338f458980c8edbf66ea592.json
SEMTSK-d1f03a8c4f335b935d659731	RELLABORALES	SIN_ACTIVO_EXACTO:RELLABORALES	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-d1f03a8c4f335b935d659731.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-d1f03a8c4f335b935d659731.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-d1f03a8c4f335b935d659731.json
SEMTSK-940132106fc12f8f75d722b9	RELLABORALESPRUEBA	SIN_ACTIVO_EXACTO:RELLABORALESPRUEBA	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-940132106fc12f8f75d722b9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-940132106fc12f8f75d722b9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-940132106fc12f8f75d722b9.json
SEMTSK-a51729167f0aec41496d5fb5	REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	SIN_ACTIVO_EXACTO:REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-a51729167f0aec41496d5fb5.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-a51729167f0aec41496d5fb5.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-a51729167f0aec41496d5fb5.json
SEMTSK-859ede5ae349b219c1e7e396	REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	SIN_ACTIVO_EXACTO:REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-859ede5ae349b219c1e7e396.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-859ede5ae349b219c1e7e396.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-859ede5ae349b219c1e7e396.json
SEMTSK-51b8e8170336bc3261725518	SE	SIN_ACTIVO_EXACTO:SE	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-51b8e8170336bc3261725518.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-51b8e8170336bc3261725518.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-51b8e8170336bc3261725518.json
SEMTSK-57bba265dc10cb681f69b5f3	SERIES_SPEI_CODI_BANXICO	SIN_ACTIVO_EXACTO:SERIES_SPEI_CODI_BANXICO	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-57bba265dc10cb681f69b5f3.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-57bba265dc10cb681f69b5f3.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-57bba265dc10cb681f69b5f3.json
SEMTSK-f955cb694c43f418077c525b	SIN_CANDIDATO_IDENTIFICADO	SIN_ACTIVO_EXACTO:SIN_CANDIDATO_IDENTIFICADO	1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-f955cb694c43f418077c525b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-f955cb694c43f418077c525b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-f955cb694c43f418077c525b.json
SEMTSK-22b146a107e2dff4fc4f7c15	UCDP	SIN_ACTIVO_EXACTO:UCDP	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-22b146a107e2dff4fc4f7c15.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-22b146a107e2dff4fc4f7c15.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-22b146a107e2dff4fc4f7c15.json
SEMTSK-ff48a53572105ce853fca39b	VOTAR_ENTRE_BALAS	SIN_ACTIVO_EXACTO:VOTAR_ENTRE_BALAS	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-ff48a53572105ce853fca39b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-ff48a53572105ce853fca39b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-ff48a53572105ce853fca39b.json
SEMTSK-aeaa5ec5cfdd3cd907e60169	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	SIN_ACTIVO_EXACTO:WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	3	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-aeaa5ec5cfdd3cd907e60169.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-aeaa5ec5cfdd3cd907e60169.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-aeaa5ec5cfdd3cd907e60169.json
SEMTSK-93ceb697157e065bdc061612	WVS	SIN_ACTIVO_EXACTO:WVS	2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/inputs/SEMTSK-93ceb697157e065bdc061612.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-93ceb697157e065bdc061612.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/reportes-worker/SEMTSK-93ceb697157e065bdc061612.json
