# data/emparejamiento-motor-v1_0.tsv -- ACTO MAESTRA32-E2 · EMPAREJA-MOTOR-TEXTO, COMMIT-2 (corrida única)
# Universo (A.10): main=3181d55 (2953716 + PR #392/ACTO MAESTRA32-E1 · SELLA-ENLACE ya fusionado, sin diferencia adicional al confirmar). Corpus abierto al 43.9% (316/720 payloads con filas) + capa FD 32/33 -- estampa que expira en alcance cuando MAESTRA32-E3 amplíe el universo, no antes (declarado en el encargo, no descubierto después).
# Especificación CONGELADA sin cambios: forense/notas/2026-08-28-empareja-spec.md (COMMIT-1). Búsqueda en Python (csv, UTF-8, sin/con acento), nunca grep/sed de shell. Insumos: data/inventario-reactivos-v1_1.tsv (178246 filas de datos examinadas) y data/inventario-fd-v1_0.tsv (17094 filas de datos examinadas).
# Una fila por (par × candidato crudo de la búsqueda mecánica). `veredicto_candidato`: CANDIDATO | CIRCULAR-EXCLUIDO | DESCARTADO-con-razón (razón en la columna `razon`, criterio §3.2 de la spec -- lectura del recorte, no una segunda búsqueda). `via`=id busca en `variable_id`; `via`=texto busca en `texto_reactivo` (100% vacío en inventario-reactivos-v1_1 -- esa vía solo puede tener hit real contra inventario-fd-v1_0, declarado en la spec §0). `tabla`/`termino` son columnas adicionales de trazabilidad, no las mínimas que pide el encargo.
# Corrección de spec declarada aquí (no se edita forense/notas/2026-08-28-empareja-spec.md hacia atrás, per el propio encargo): el criterio de co-observación de la spec §4 ("mismo valor exacto de `instrumento`") no anticipó que `instrumento` incluye dos valores placeholder que NO identifican un instrumento real -- `(raiz)` (28799 filas, payload en la raíz de data/raw sin carpeta contenedora, tools/inventario_reactivos.py:125, ya documentado por ACTO MAESTRA31-E7 · ETIQUETA) y `(sin-instrumento-derivable)`. Dos filas que comparten uno de estos dos valores NO acreditan muestra común -- son "instrumento desconocido", no "mismo instrumento". Ver nota de cierre para el detalle completo y su efecto en cada veredicto.
# Resumen A.4 por par, N=0 EXISTE-SATISFACE de 9 (detalle completo, con universo y comandos, en forense/notas/2026-08-28-empareja-cierre.md):
#  G5.familismo_apoyo      EXISTE-NO-SATISFACE -- θ real en enfih2019 (P10_1_3/P10_1_4, "dinero de familiares"); desenlace real en elcos2012/enasem2018/enasem2021/enasem2024/enasic2022 ("cuidador"/"cuida a"); sin instrumento compartido.
#  G5.radio_confianza      EXISTE-NO-SATISFACE -- θ real en encup2012 (27 ítems "confía en", batería P30, distinta de la ENCUCI 2020 ya anclada); desenlace real en enasic2022/enasem* (mismos que arriba); sin instrumento compartido. El único candidato de desenlace en encup2012 (P28B, "cuida a") se descartó por homónimo (autocuidado, no cuidado familiar).
#  G5.familismo_obligacion EXISTE-NO-SATISFACE -- θ NO-ENCONTRADO (0 hits, ningún término de la lista cerrada aparece en ninguna de las dos tablas); desenlace real (mismos candidatos de arriba).
#  G2.sens_estatus         NO-ENCONTRADO -- θ: 253 hits crudos de "estatus"/"status", los 8 variable_id únicos son TODOS homónimos administrativos (estatus de trámite/registro/acta/casilla), 0 candidatos reales; desenlace: 0 hits.
#  G2.aversion_riesgo      NO-ENCONTRADO -- θ: 0 hits; desenlace (compartido con G2.sens_estatus): 0 hits.
#  G3.aversion_riesgo      EXISTE-NO-SATISFACE -- θ NO-ENCONTRADO (0 hits); desenlace real en enfih2019 (ahorro informal/tanda, C_OTROAF/V_OTROAF/P9_1_3/P9_2_3).
#  G4.horizonte_temporal   EXISTE-NO-SATISFACE -- θ real (P4_8_4/P4_6_4, "metas económicas a largo plazo", adyacente al proxy ya conocido ENIF P4_10 de G3) pero solo en instrumento no resuelto `(raiz)`; desenlace NO-ENCONTRADO (0 hits, "conducta defensiva"/"retracción del espacio público" no aparece en el corpus).
#  G4.sens_estatus         NO-ENCONTRADO -- mismo patrón que G2.sens_estatus (θ: 253 hits crudos, todos homónimos administrativos; desenlace: 0 hits).
#  G6.deferencia            EXISTE-NO-SATISFACE -- θ real en encup2012 (P44A/P44C, obediencia a la ley) y endireh2003 (OBEDECER, x2, contexto de autoridad doméstica); desenlace NO-ENCONTRADO (0 hits, "iniciativa suprimida"/"paternalismo" no aparece en el corpus).
gen	coef	lado	variable_id	instrumento	texto	via	veredicto_candidato	razon	tabla	termino
G5	radio_confianza	desenlace	CUIDA_MENOR_18	enasem2021	Uso del tiempo: Cuida a niños menores de 12 años 2021	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	CUIDA_ADULTO_24	enasem2024	Uso del tiempo: Cuida a un adulto enfermo o discapacitado 2024	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	CUIDA_MENOR_24	enasem2024	Uso del tiempo: Cuida a niños menores de 12 años 2024	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	P4_14_1	enasic2022	4.14.1 ¿Este tiempo o cuidados para (NOMBRE) lo complementarían con el apoyo de una enfermera(o) o persona cuidadora?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_18	enasic2022	4.18 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_18A	enasic2022	4.18a El (la) cuidador(a) principal ¿qué es de (NOMBRE)	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_29	enasic2022	4.29 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_29A	enasic2022	4.29a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_3	enasic2022	4.3 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_3A	enasic2022	4.3a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_44	enasic2022	4.44 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_44A	enasic2022	4.44a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_55_2	enasic2022	4.55.2 ¿Este tiempo o cuidados que le faltan a (NOMBRE) si pudiera los cubriría con el apoyo o atención de personal de enfermería o persona cuidadora?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_60	enasic2022	4.60 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_60A	enasic2022	4.60a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P4_69NA	enasic2022	4.69.NA IDENTIFICACIÓN DE POBLACIÓN OBJETIVO DE 15 AÑOS Y MÁS - NO APLICA (NO ES PERSONA ELEGIDA, NI CUIDADORA Y NO PERTENECE A UN HOGAR UNIPERSONAL)	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P2_4_4	enasic2022	2.4.4 ¿En este hogar contratan personas cuidadoras de niñas, niños, de personas adultas mayores o con alguna discapacidad o enfermedad?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	EDAD	enasic2022	Edad de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	radio_confianza	desenlace	FILTRO6_10	enasic2022	FILTRO 6.10: ¿LA (EL) INFORMANTE ES CUIDADOR(A) DE PERSONAS DE SU HOGAR Y/O DE OTROS HOGARES? (6.1 = 1 Y/O 6.13 = 1 Y/O 6.15 = 1 Y/O 6.17 = 1 Y/O 6.19 = 1 Y/O 6.21 = 1 Y/O (6.32 = ALGÚN CÓDIGO 1 EN O…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	LLAVEMOD	enasic2022	Llave de identificación de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	SEXO	enasic2022	Sexo de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	radio_confianza	desenlace	P2_6_3	(raiz)	2.6 ¿En este hogar contratan enfermeras(os) o cuidadoras(es) de niñas, niños o de personas mayores o con alguna discapacidad o enfermedad?	texto	DESCARTADO-con-razón	"mide contratación de cuidador(a) remunerado(a) externo (sustituye a la familia), polo opuesto de ""carga de cuidado"" recayendo en la familia"	inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	NCUIDADORA	elcos2012		id	CANDIDATO		inventario-reactivos-v1_1	cuidador
G5	familismo_obligacion	desenlace	P28B. Dígame si está usted de acuerdo o en desacuerdo con las siguientes frases Si uno no se cuida a sí mismo la gente se aprovechará	encup2012		id	DESCARTADO-con-razón	"homónimo: ítem de autocuidado/confianza generalizada (""si uno no se cuida a sí mismo la gente se aprovechará""), no carga de cuidado familiar"	inventario-reactivos-v1_1	cuida a
G5	familismo_obligacion	desenlace	U_POB_ELAB_CUL	(raiz)	Población usuaria de 12 a 130 años que elabora o cultiva productos o cuida animales	texto	DESCARTADO-con-razón	homónimo: cuidado de animales/cultivo agrícola, no cuidado de personas	inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_ADULTO_18	enasem2018	Uso del tiempo: Cuida a un adulto enfermo o discapacitado 2018	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_MENOR_18	enasem2018	Uso del tiempo: Cuida a niños menores de 12 años 2018	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_ADULTO_18	enasem2021	Uso del tiempo: Cuida a un adulto enfermo o discapacitado 2021	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_MENOR_18	enasem2021	Uso del tiempo: Cuida a niños menores de 12 años 2021	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_ADULTO_24	enasem2024	Uso del tiempo: Cuida a un adulto enfermo o discapacitado 2024	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	CUIDA_MENOR_24	enasem2024	Uso del tiempo: Cuida a niños menores de 12 años 2024	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	P4_14_1	enasic2022	4.14.1 ¿Este tiempo o cuidados para (NOMBRE) lo complementarían con el apoyo de una enfermera(o) o persona cuidadora?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_18	enasic2022	4.18 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_18A	enasic2022	4.18a El (la) cuidador(a) principal ¿qué es de (NOMBRE)	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_29	enasic2022	4.29 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_29A	enasic2022	4.29a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_3	enasic2022	4.3 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_3A	enasic2022	4.3a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_44	enasic2022	4.44 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_44A	enasic2022	4.44a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_55_2	enasic2022	4.55.2 ¿Este tiempo o cuidados que le faltan a (NOMBRE) si pudiera los cubriría con el apoyo o atención de personal de enfermería o persona cuidadora?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_60	enasic2022	4.60 (Aunque en la semana pasada nadie del hogar la(o) cuidó), ¿quién es la cuidadora o cuidador principal de (NOMBRE) en el hogar?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_60A	enasic2022	4.60a El (la) cuidador(a) principal ¿qué es de (NOMBRE)?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P4_69NA	enasic2022	4.69.NA IDENTIFICACIÓN DE POBLACIÓN OBJETIVO DE 15 AÑOS Y MÁS - NO APLICA (NO ES PERSONA ELEGIDA, NI CUIDADORA Y NO PERTENECE A UN HOGAR UNIPERSONAL)	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P2_4_4	enasic2022	2.4.4 ¿En este hogar contratan personas cuidadoras de niñas, niños, de personas adultas mayores o con alguna discapacidad o enfermedad?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	EDAD	enasic2022	Edad de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	FILTRO5_6	enasic2022	FILTRO 5.6: ¿CUIDA A OTROS HOGARES? (4.69 = 6 EN EL RENGLÓN DE LA PERSONA ENTREVISTADA)	texto	CANDIDATO		inventario-fd-v1_0	cuida a
G5	familismo_obligacion	desenlace	FILTRO6_10	enasic2022	FILTRO 6.10: ¿LA (EL) INFORMANTE ES CUIDADOR(A) DE PERSONAS DE SU HOGAR Y/O DE OTROS HOGARES? (6.1 = 1 Y/O 6.13 = 1 Y/O 6.15 = 1 Y/O 6.17 = 1 Y/O 6.19 = 1 Y/O 6.21 = 1 Y/O (6.32 = ALGÚN CÓDIGO 1 EN O…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	LLAVEMOD	enasic2022	Llave de identificación de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P6_47	enasic2022	6.47 Si a usted le pagaran, ¿le gustaría ser cuidador(a) profesional de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P6_48	enasic2022	6.48 ¿Usted estaría dispuesta(o) a capacitarse para ser cuidador(a) de personas?	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P7_9_01	enasic2022	7.9.01 (ENTREGUE TARJETA 4) En la siguiente pregunta, por favor use las respuestas que vienen en la tarjeta. En su opinión, ¿cuáles son las tres características principales que deben tener las reside…	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	SEXO	enasic2022	Sexo de la persona cuidadora	texto	CANDIDATO		inventario-fd-v1_0	cuidador
G5	familismo_obligacion	desenlace	P2_6_3	(raiz)	2.6 ¿En este hogar contratan enfermeras(os) o cuidadoras(es) de niñas, niños o de personas mayores o con alguna discapacidad o enfermedad?	texto	DESCARTADO-con-razón	"mide contratación de cuidador(a) remunerado(a) externo (sustituye a la familia), polo opuesto de ""carga de cuidado"" recayendo en la familia"	inventario-fd-v1_0	cuidador
G2	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
G2	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_1	estatus
