# data/inventario-reactivos-contexto-v1_0.tsv -- sucesor overlay; no reordena fuentes historicas
# {"cache_hits": 21, "cache_misses": 0, "extractor_version": "reactivos-contexto-1.0.0", "filas_con_texto_publicadas": 22367, "filas_metadato_perimetro": 55895, "filas_sin_texto_residual": 33528, "fuentes": {"enif_2015_fd.xlsx": "8233cf53f590", "enif_2018_fd.xlsx": "dd8d5c92a7a0", "enif_2021_fd_pdf.zip": "6f4e3aab705d", "enif_2024_fd.xlsx": "17e2ad86ce9e", "ensafi2023/ensafi_2023_fd_xlsx.zip": "37bd0cb6dd54", "envipe2011/fd_envipe2011.xls": "d296c9f18cdb", "envipe2012/fd_envipe2012.xls": "dcca5373391c", "envipe2013/fd_envipe2013.xlsx": "7e842826e3f7", "envipe2014/fd_envipe2014.pdf": "b72ed2be77d4", "envipe2015/fd_envipe2015.pdf": "1042ab57b015", "envipe2016/fd_envipe2016.pdf": "e21428e021a6", "envipe2017/fd_envipe2017.pdf": "a633224e86cd", "fd_enif2012.xlsx": "f03d8e7c82f5", "fd_envipe2018.pdf": "30f78e99e545", "fd_envipe2019.pdf": "47d58f6c38b7", "fd_envipe2020.pdf": "94bcf0b012b9", "fd_envipe2021.pdf": "d85775241d6f", "fd_envipe2022.pdf": "8082959fa017", "fd_envipe2023.pdf": "743c260e89a6", "fd_envipe2024.pdf": "f8d720385957", "fd_envipe2025.pdf": "83fe02467b66"}, "objetos": ["envipe", "ennvih", "encuci", "enif", "ensafi"]}
id_origen	payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	texto_tipo	contexto_busqueda	metodo	universo_declarado	fuente_texto	fuente_sha256_12	referencia_fuente
ext:32687	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs27e_1	HUBO GASTO ANUAL PREDIAL/ISR?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32688	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs27e_2	GASTO ANUAL:PREDIAL/ISR	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32689	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs27f_1	HUBO GASTO ANUAL COMPRA VEHICULOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32690	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs27f_2	GASTO ANUAL:COMPRA VEHICULOS	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32691	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs28	ANUAL RECIBIO REGALO/PAGO ARTICULOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32692	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs29_1	SABE VALOR ARTICULOS RECIBIO ANUAL?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32693	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs29_2	VALOR ARTICULOS RECIBIO ANUAL	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32694	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs30	1 ANO REGALO/DIO ARTICULOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32695	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs31_1	VALOR ART DIO/REGALO ANUAL?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32696	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs31_2	VALOR ART DIO/REGALO ANUAL	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32697	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs32	CICLO ESCOLAR ACTUAL GASTOS EDU?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32698	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_11	SABE GASTO COLEGIATURAS NINOS MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32699	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_12	GASTO CICLO ESC ACT NINOS MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32700	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_21	SABE GASTO COLEGIATURAS NINAS MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32701	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_22	GASTO CICLO ESC ACT:NINAS MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32702	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_31	SABE GASTO COLEGIATURAS MUJ NO MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32703	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs34a_32	GASTO CICLO ESC ACT HOM/MUJ NO MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32704	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_11	SABE GASTO UTILES ESC HOM/NINOS MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32705	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_12	GASTO CICLO ESC ACT HOM/NINOS MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32706	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_21	SABE GASTO UTILES ESC MUJ/NINAS MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32707	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_22	GASTO CICLO ESC ACT MUJ/NINAS MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32708	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_31	SABE GASTO UTILES HOM/MUJ NO MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32709	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs35a_32	GASTO CICLO ESC ACT HOM/MUJ NO MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32710	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_11	SABE GASTO TRANSP ESC NINO MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32711	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_12	GASTO 1MES TRANSP ESC NINO MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32712	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_21	SABE GASTO 1MES TRANSP ESC NINA MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32713	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_22	GASTO PROM 1MES TRANSP ESC NINA MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32714	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_31	SABE GASTO 1MES TRANSP MUJ NO MH?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32715	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_cs1.dta	cs36a_32	GASTO 1MES TRANS HOM/MUJ NO MH	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_cs1.dta;metadato_nativo
ext:32716	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	folio	IDENTIFICADOR DEL HOGAR	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32717	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01a	NADIE MAS ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32718	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01b	NINO <5 ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32719	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01c	NINO >5 ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32720	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01d	CONYUGE ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32721	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01e	ADULTO MH ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32722	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne01f	ADULTO NO MH ESTUVO ENTREVISTA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32723	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne02	EXACTITUD RESPUESTAS	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32724	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_ne.dta	ne03	EVALUACION SERIEDAD/ATENCION ENCUESTADO	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_ne.dta;metadato_nativo
ext:32725	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	ent	ENTIDAD FEDERATIVA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32726	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	catorcena	CATORCENA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32727	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	folio	IDENTIFICADOR DEL HOGAR	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32728	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	ls	IDENTIFICADOR INDIVIDUAL	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32729	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	rel	RESULTADO ENTREVISTA DEL LIBRO	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32730	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b1/i_portad.dta	edad	EDAD	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b1/i_portad.dta;metadato_nativo
ext:32731	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	folio	IDENTIFICADOR DEL HOGAR	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32732	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ls	IDENTIFICADOR INDVIDUAL	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32733	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03a	MH POSEE/DUENO CASA/TERRENO HABITADA?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32734	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03b	MH POSEE/DUENO OTRA CASA/TERRENO?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32735	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03c	MH POSEE/DUENO BICI?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32736	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03d	MH POSEE/DUENO VEHICULO?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32737	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03e	MH POSEE/DUENO ELECTRONICOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32738	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03f	MH POSEE/DUENO LAVADORA/ESTUFA?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32739	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03g	MH POSEE/DUENO ELECTRODOMESTICOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32740	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03h	MH POSEE/DUENO ACTIVOS FINAN/AFORES?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32741	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03i	MH POSEE/DUENO MAQUINARIA/TRACTOR?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32742	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03j	MH POSEE/DUENO TORO/VACA?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32743	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03k	MH POSEE/DUENO CABALLOS/MULAS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32744	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03l	MH POSEE/DUENO PUERCOS/CHIVOS?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32745	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03m	MH POSEE/DUENO AVES CORRAL?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32746	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah03n	MH POSEE/DUENO OTRO ACTIVO?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32747	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah04a_1	SABE VALOR CASA/TERRENO HAB?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32748	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah04a_2	VALOR CASA/TERRENO HABITADA	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
ext:32749	ennvih/ehh02dta_all.zip	8b9b51904ca8	ennvih2002	2002	ehh02dta_all/ehh02dta_b2/ii_ah.dta	ah04b_1	SABE VALOR OTRA CASA/TERRENO?	ETIQUETA_VARIABLE		INSPECT_STATA	PRESENTE_EN_DATA_RAW	ennvih/ehh02dta_all.zip	8b9b51904ca8	miembro=ehh02dta_all/ehh02dta_b2/ii_ah.dta;metadato_nativo
