conducta	conducta_texto	ola	comparado_con	veredicto	alcance_del_veredicto	reactivo	texto_literal	opciones_y_codigos	filtro_y_flujo	unidad	poblacion_base	fuente	secciones_fd_recorridas	componentes_no_estimables	texto_buscado	limite_fd	nota
K5	Solicitó crédito formal y se lo negaron	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. K5 = P6_17 = 1; denominador declarable como toda persona elegida (código 3 separa a quien nunca solicitó) o como solicitantes (1+2).	P6_17 (6.17); razones P6_18_1..P6_18_9 (6.18)	6.17 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.18 ¿Cuáles son las razones por las que le negaron el crédito?	1 Sí · 2 No · 3 Nunca lo ha solicitado; CIRCULE UN SOLO CÓDIGO; con 1 pregunta razones (multirrespuesta): Problemas con el buró de crédito · No pudo comprobar ingresos o eran insuficientes · Piden documentos que no tiene · No tiene historial crediticio · Falta de garantía, fiadora, fiador o aval · Otro · No sabe	Universal: todos los caminos de la sección desembocan en 6.17 (6.13 → PASE A 6.17; 6.15 → PASE A 6.17; 6.16 → 6.17). 6.17 = 2 o 3 → PASE A SECCIÓN 7; = 1 → 6.18.	P	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 19; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 873-896	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				Límite de la conducta, no de la ola: el reactivo dice «solicitud de crédito» sin «formal»; la lista de razones (buró, comprobante de ingresos, historial, aval) es de oferta formal, lo que acota el referente de facto. El rechazo es «alguna vez», sin ventana temporal. Eje D3(a) verificado: ENIF lo pregunta.
K5	Solicitó crédito formal y se lo negaron	2024	2021	MISMO-INSTRUMENTO	K5 completa: texto, códigos y flujo de 6.16 idénticos a 6.17 de 2021.	P6_16 (6.16); razones P6_17_1..P6_17_9 (6.17)	6.16 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.17 ¿Cuáles son las razones por las que le negaron el crédito?	6.16: 1 Sí · 2 No · 3 Nunca lo ha solicitado. 6.17: como 2021 salvo redacción en pasado y opción 3 ampliada «Pedían documentos que no tenía (identificación oficial, comprobante de domicilio, entre otros)»; en el FD 2024 las razones se codifican 0 «No se mencionó» / 1 (2021: 1 Sí / 2 No)	Universal: 6.12 No → PASE A 6.16; 6.12a → 6.13 → 6.14 → PASE A 6.16; 6.15 → 6.16. 6.16 = 2 o 3 → PASE A SECCIÓN 7.	P	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 19-20; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 879-900	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				MISMO-INSTRUMENTO aplica al rechazo (K5). Si el sucesor usa las RAZONES (6.17), la opción 3 cambió de redacción y el código de las multirrespuestas cambió de 1/2 a 0/1: eso es CAMBIO-MENOR para las razones, declarado aquí y no en otra fila.
K5	Solicitó crédito formal y se lo negaron	2018	2021	CAMBIO-MENOR	K5 completa; el único cambio es la base 18-70 (recorte de 2021/2024).	P6_18 (6.18); razones P6_19_1..P6_19_9 (6.19)	6.18 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.19 ¿Cuáles son las razones por las que le negaron el crédito?	6.18: 1 Sí · 2 No · 3 Nunca lo ha solicitado. 6.19: Problemas con el buró de crédito · No pudo comprobar ingresos o eran insuficientes · Piden documentos que no tiene · No tiene historial crediticio · Falta de garantía, fiador o aval · Otro · No sabe (0/1)	Universal: 6.6 → PASE A 6.18; 6.7 → PASE A 6.18; 6.8 todas 2 → PASE A 6.18; 6.16 No → PASE A 6.18; 6.17 → 6.18. 6.18 = 2 o 3 → PASE A SECCIÓN 7.	P	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 15; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 583-599	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Por qué no entra en el estimando: texto, códigos y flujo son idénticos; sólo la base difiere, y K5 no tiene un segmento de interés en 71+ que el recorte toque (D3 admite rechazo como eje de segmento, no como conducta de mayores). Firma D2: 2018 entra a K5.
K5	Solicitó crédito formal y se lo negaron	2015	2021	CAMBIO-MENOR	K5 completa; cambios: base 18-70 (recorte de 2021/2024) y «alguna solicitud» frente a «una solicitud». El orden de las razones 6.21 difiere de 6.18 de 2021.	P6_20 (6.20); razones P6_21_1..P6_21_9 (6.21)	6.20 ¿Alguna vez le han rechazado alguna solicitud de crédito? · 6.21 ¿Por qué le negaron el crédito?	6.20: 1 Sí · 2 No (PASE A SECCIÓN 7) · 3 Nunca la ha solicitado; CIRCULE UN SOLO CÓDIGO. 6.21 (CIRCULE LOS CÓDIGOS CORRESPONDIENTES): 1 Problemas con el buró de crédito · 2 Piden documentos que no tiene · 3 No pudo comprobar ingresos o eran insuficientes · 4 Falta de garantía, fiador o aval · 5 No tiene historial crediticio · 6 Otro · 9 No sabe	Universal: 6.6 → PASE A 6.20; 6.7 → PASE A 6.20; 6.9 todas 2 → PASE A 6.20; FILTRO 6.18 no cumplido → PASE A 6.20; 6.19 → 6.20. 6.20 = 2 → PASE A SECCIÓN 7. El cuestionario no imprime pase para el código 3 en la columna de 6.20 (lo verificado por recorte de columna: sólo «No 2 → PASE A SECCIÓN 7»); el FD muestra 6.21 con blanco, consistente con que 3 tampoco responde 6.21. El sucesor lo mide, no lo supone.	P	Persona elegida de 18 a 70 años (cuestionario 2015 pdf-pág 2: «PARA PERSONAS DE 18 A 70 AÑOS», «Resto de las personas de 18 a 70 años»; FD 2015 TModulo1 fila 634: EDAD [18-70]); residente habitual en vivienda particular	enif_2015_cuestionario.pdf sha256/16=10688412391ecd5e pdf-pág 12 (6.20, 6.21); enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo2 filas 307-332	Cuestionario 2015 pdf-págs 9-12 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.21, reactivo por reactivo) + pág 2 (universo) + pág 9 (5.25.2-5.32b); búsqueda de términos sobre el cuestionario completo (20 páginas, 1 623 líneas de texto extraído con pdftotext -layout); FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto				Por qué no entra en el estimando: texto, códigos y flujo universal son los mismos que en 2021 (6.17); sólo la base difiere, y K5 no tiene un segmento de interés en 71+ que el recorte toque. P6_21_k no mapea por sufijo a P6_18_k de 2021 (orden: buró, documentos, ingresos, aval, historial). Sucede a la fila v1.0 (esperaba CAMBIO-MENOR; confirmado).
K5	Solicitó crédito formal y se lo negaron	2012	2021	CAMBIO-MENOR	K5 completa; cambios: base 18-70 (recorte de 2021/2024) y «alguna solicitud» frente a «una solicitud». 6.18 (le dieron todo o menos) sólo existe en 2012 y no toca K5. El orden de las razones 6.19 es otro más.	P6_17 (6.17); P6_18 (6.18 racionamiento); razones P6_19_1..P6_19_9 (6.19)	6.17 ¿Alguna vez le han rechazado alguna solicitud de crédito? · 6.18 ¿Le dieron todo o menos de lo que solicitó? · 6.19 ¿Por qué le negaron el crédito?	6.17: 1 Sí (PASE A 6.19) · 2 No (PASE A 6.20) · 3 Nunca la ha solicitado (PASE A 6.20); CIRCULE UN SOLO CÓDIGO. 6.18: 1 Le dieron todo · 2 Le dieron menos. 6.19 (CIRCULE LOS CÓDIGOS CORRESPONDIENTES): 1 Falta de garantía, fiador o aval · 2 Problemas con el buró de crédito · 3 No tiene historial crediticio · 4 Piden documentos que no tiene · 5 No pudo comprobar ingresos o eran insuficientes · 6 Otro · 9 No sabe	Universal: 6.5 → PASE A 6.17; 6.6 todas 2 → PASE A 6.17; 6.13/6.14 → 6.14a → si no hay nómina/personal/grupal PASE A 6.17; 6.16 → 6.17. 6.17 = 2 o 3 → PASE A 6.20 (a quién acudiría ante un problema) → SECCIÓN 7. 6.18 se imprime junto a 6.17 sin pase propio (columna derecha de la pág 10): el sucesor lee en el FD a quién se le aplicó, no lo supone.	P	Persona elegida de 18 a 70 años (cuestionario 2012 pdf-pág 3: «PARA PERSONAS DE 18 A 70 AÑOS», «IDENTIFIQUE A LAS PERSONAS DE 18 A 70 AÑOS»; FD 2012 NOTAS ACLARATORIAS fila 15); residente habitual en vivienda particular	enif_2012_cuestionario.pdf sha256/16=b7fc1f4a2363a609 pdf-pág 10 (6.17-6.20); fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 803-832; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	Cuestionario 2012 pdf-págs 7-10 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, reactivo por reactivo) + pág 3 (universo) + pág 7 (5.16-5.18); búsqueda de términos sobre el cuestionario completo (16 páginas, 1 061 líneas de texto extraído con pdftotext -layout); FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)				Por qué no entra en el estimando: texto, códigos y flujo universal son los mismos que en 2021 (6.17); sólo la base difiere. P6_19_k no mapea por sufijo a P6_18_k de 2021 (orden: aval, buró, historial, documentos, ingresos). 6.18 «le dieron menos de lo que solicitó» es racionamiento parcial, un desenlace que ninguna ola posterior pregunta: EXISTE-NO-SATISFACE para K5 y vale como hallazgo del dominio. Sucede a la fila v1.0 (esperaba CAMBIO-MENOR; confirmado).
K6	Atraso en pagos	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. Atraso preguntado producto por producto (formal); el nivel «P con deuda» de mesa se construye como «algún P6_4_k = 1 entre quienes tienen algún 6.2 = 1». Sin atraso de préstamos informales.	P6_4_1..P6_4_9 (6.4) y P6_4A_k (6.4a); complemento P6_6 (6.6 sobreendeudamiento)	6.4 De julio de 2020 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.2)? · 6.4a ¿Una vez? ¿Más de una vez? · 6.6 Tomando en cuenta todas las deudas que usted tiene, ¿considera...	6.4: 1 Sí (→ 6.4a: 1 Una vez / 2 Más de una vez) · 2 No · 8 No responde · 9 No sabe, por producto k=1..9. 6.6: 1 sí puede pagarlas en el plazo requerido · 2 no puede · 3 puede pagar solo algunas · 4 No tiene deudas · 9 No sabe	6.4 sólo para cada producto con 6.2.k = 1 («CON CÓDIGO 1, PREGUNTE 6.3 a 6.4a»); 6.6 a todo tenedor de algún producto formal (llega tras 6.5). Ventana: «de julio de 2020 a la fecha».	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular; K6 sólo para tenedores de al menos un producto formal	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 16; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 628-736, 746	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				La unidad natural del reactivo es el producto; una tasa «personas con atraso» es una agregación del sucesor, no lo que el instrumento pregunta. «P con deuda» de mesa ≠ «P con producto formal»: una tarjeta sin saldo cuenta como producto y no como deuda; el instrumento no distingue.
K6	Atraso en pagos	2024	2021	CAMBIO-MENOR	K6 completa (por producto y agregada).	P6_3_1..P6_3_9 (6.3) y P6_4_k (6.4); complemento P6_7 (6.7)	6.3 De junio de 2023 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.2)? · 6.4 ¿Una vez? ¿Más de una vez? · 6.7 Tomando en cuenta todas las deudas que usted tiene, ¿considera...	6.3: 1 Sí (→ 6.4) · 2 No · 8 No responde · 9 No sabe, por producto k=1..9; 6.7 como 6.6 de 2021	6.3 sólo por producto con 6.2.k = 1 («CON CÓDIGO 1, PREGUNTE 6.3 A 6.4»); ya no hay «cuántos tiene». Ventana «de junio de 2023 a la fecha».	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 17-18; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 692-772, 804	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				Por qué no entra en el estimando: la ventana cambia de fecha pero no de longitud (≈12 meses antes del levantamiento en ambas). Lo que sí debe declararse al sucesor: el nemónico de atraso pasa de P6_4_k (2021) a P6_3_k (2024), y P6_3_k en 2021 era «número de productos» — leer atraso 2021 desde P6_3_k da un conteo, no un atraso (clase NC-0304). La familia bancaria hereda el CAMBIO-DE-INSTRUMENTO de K2-2024 si se desagrega por producto.
K6	Atraso en pagos	2018	2021	CAMBIO-MENOR	K6 por producto para k=1..7 (sin Internet/aplicación, sin atraso para «Otro»); agregada a P con deuda formal con recorte 18-70.	P6_10_1..P6_10_7 (6.10) y P6_10A_k (6.10a); complemento P6_15 (6.15 pago de tarjeta)	6.10 De abril de 2017 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.8)? · 6.10a ¿Una vez? ¿Más de una vez? · 6.15 Respecto a los pagos que generalmente hace a su tarjeta de crédito, ¿usted paga cada mes...	6.10: 1 Sí (→ 6.10a) · 2 No · 8 No responde · 9 No sabe, por producto k=1..7 (el FD no trae P6_10_8 para «Otro»). 6.15: 1 menos del mínimo · 2 el pago mínimo · 3 más del pago mínimo · 4 lo requerido para no generar intereses o el total · 9 No sabe	6.10 sólo por producto con 6.8.k = 1, y 6.8 sólo tras el filtro 6.3/6.4. No existe la pregunta de sobreendeudamiento (6.6 de 2021); en su lugar 6.15 (comportamiento de pago de tarjeta, FILTRO 2).	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 13-14; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 466-524, 566	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Por qué no entra en el estimando: mismo texto de atraso, mismos códigos, misma dependencia del producto; la ventana es ≈13 meses (abril 2017 → mayo-junio 2018) frente a ≈12, y la ausencia del ítem Internet/aplicación y del atraso de «Otro» sólo afecta si el sucesor agrega sobre productos que 2018 no lista (se declara). Firma D2: 2018 entra a K6 para las siete familias listadas.
K6	Atraso en pagos	2015	2021	CAMBIO-MENOR	K6 por producto para k=1..8 (incluye «Otro»; sin Internet/aplicación); agregada a P con deuda formal con recorte 18-70. Codificación en UNA variable de cinco códigos (2018+ separan Sí/No de una/más de una vez en dos variables): atraso = código 1 o 2.	P6_13_1..P6_13_8 (6.13); complemento P6_15 (6.15 pago de tarjeta)	6.13 En el último año (de julio del año pasado a la fecha), ¿se atrasó en el pago de su (RESPUESTA EN 6.9)? · 6.15 Respecto a los pagos que generalmente hace a su tarjeta de crédito, ¿usted paga cada mes...	6.13: 1 ¿Una vez? · 2 ¿Más de una vez? · 3 No · 8 No responde · 9 No sabe, por producto k=1..8, REGISTRE UN SOLO CÓDIGO. 6.15: 1 menos del mínimo · 2 el pago mínimo · 3 más del pago mínimo · 4 lo requerido al corte para no pagar intereses · 5 el total del adeudo · 9 No sabe	6.13 sólo por producto con 6.9.k = 1 («CON CÓDIGO 1, PREGUNTE DE 6.10 A 6.13»), y 6.9 sólo tras el filtro 6.4. No existe la pregunta de sobreendeudamiento (6.6 de 2021); en su lugar 6.15 (FILTRO 6.14: tarjeta en 6.9.1 o 6.9.2).	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 a 70 años (cuestionario 2015 pdf-pág 2: «PARA PERSONAS DE 18 A 70 AÑOS», «Resto de las personas de 18 a 70 años»; FD 2015 TModulo1 fila 634: EDAD [18-70]); residente habitual en vivienda particular	enif_2015_cuestionario.pdf sha256/16=10688412391ecd5e pdf-pág 11 (6.9-6.15); enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo2 filas 88-93, 106-111, 125-130, 144-149, 163-168, 182-187, 201-206, 223-228	Cuestionario 2015 pdf-págs 9-12 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.21, reactivo por reactivo) + pág 2 (universo) + pág 9 (5.25.2-5.32b); búsqueda de términos sobre el cuestionario completo (20 páginas, 1 623 líneas de texto extraído con pdftotext -layout); FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto				Por qué no entra en el estimando: mismo estímulo («se atrasó en el pago de su...»), misma ventana anual construida sobre julio, misma dependencia del producto; la codificación en una sola variable se resuelve por regla (1 o 2 = atrasó) sin pérdida. La ausencia del ítem Internet/aplicación sólo afecta si el sucesor agrega sobre productos que 2015 no lista (se declara). Sucede a la fila v1.0 (esperaba CAMBIO-MENOR si el flujo coincidía con 2018: coincide).
K6	Atraso en pagos	2012	2021	CAMBIO-MENOR	K6 por producto para k=1..8 (incluye «Otro»; sin Internet/aplicación); agregada a P con deuda formal con recorte 18-70. Codificación en UNA variable de cinco códigos: atraso = código 1 o 2. Ventana «de abril de 2011 a la fecha».	P6_11_1..P6_11_8 (6.11); complemento P6_12 (6.12 autopercepción de capacidad de pago) y P6_14 (6.14 pago de tarjeta)	6.11 De abril de 2011 a la fecha, ¿se atrasó en el pago de su... (RESPUESTA EN 6.6)? · 6.12 De las siguientes situaciones, ¿con cuál se identifica más usted en relación a su(s) crédito(s)? · 6.14 Respecto a los pagos que generalmente hace a su(s) tarjeta(s) de crédito, ¿usted paga cada mes...	6.11: 1 ¿Una vez? · 2 ¿Más de una vez? · 3 No · 8 No responde · 9 No sabe, por producto k=1..8, REGISTRE UN SOLO CÓDIGO. 6.12 (CIRCULE UN SOLO CÓDIGO): 1 «Puedo pedir y pagar un crédito mayor si lo quisiera» · 2 «He pedido justo lo que puedo pagar y prefiero no pedir más» · 3 «He pedido más de lo que puedo pagar» · 4 «Quisiera pedir más, pero ya no me prestarían». 6.14: 1 menos del mínimo · 2 el pago mínimo · 3 más del pago mínimo · 4 lo requerido al corte para no pagar intereses · 5 el total del adeudo · 9 No sabe	6.11 sólo por producto con 6.6.k = 1 («CON CÓDIGO 1 PREGUNTE DE 6.7 A 6.11»), y 6.6 sólo tras el filtro 6.4. 6.12 a todo tenedor de algún producto formal (sigue a la batería). 6.13/6.14 sólo con tarjeta (6.6.1 o 6.6.2 = 1). No existe la pregunta de sobreendeudamiento de 2021 (6.6); 6.12 es su antecedente con otro catálogo.	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 a 70 años (cuestionario 2012 pdf-pág 3: «PARA PERSONAS DE 18 A 70 AÑOS», «IDENTIFIQUE A LAS PERSONAS DE 18 A 70 AÑOS»; FD 2012 NOTAS ACLARATORIAS fila 15); residente habitual en vivienda particular	enif_2012_cuestionario.pdf sha256/16=b7fc1f4a2363a609 pdf-pág 8 (6.6-6.11) y 9 (6.12-6.14); fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 562-568, 589-595, 612-618, 635-641, 658-664, 681-687, 704-710, 731-737, 738-743; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	Cuestionario 2012 pdf-págs 7-10 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, reactivo por reactivo) + pág 3 (universo) + pág 7 (5.16-5.18); búsqueda de términos sobre el cuestionario completo (16 páginas, 1 061 líneas de texto extraído con pdftotext -layout); FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)				Por qué no entra en el estimando: mismo estímulo («se atrasó en el pago de su...»), misma dependencia del producto; la codificación en una sola variable se resuelve por regla (1 o 2 = atrasó); la ventana es ≈13 meses (abril 2011 → entrevista de 2012) frente a ≈12, y la ausencia del ítem Internet/aplicación sólo afecta si el sucesor agrega sobre productos que 2012 no lista (se declara). 6.12 es la única medida de sobreendeudamiento autopercibido anterior a 2021 y su catálogo es otro: EXISTE-NO-SATISFACE para el complemento 6.6/6.7 de 2021/2024. Sucede a la fila v1.0 (esperaba CAMBIO-MENOR si el flujo coincidía con 2018: coincide).
K7	Canal de contratación del último crédito	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. K7 = P6_7 sobre el (último) crédito o tarjeta de crédito; una observación por persona con producto formal.	P6_7 (6.7)	6.7 ¿Usted contrató su (último) crédito o tarjeta de crédito...	1 en una sucursal de la institución financiera · 2 mediante una aplicación de celular · 3 en la página de internet de la institución financiera · 4 en un establecimiento comercial (Elektra, Coppel, Suburbia, entre otros) · 5 con personal promotor (fuera de la institución financiera o por llamada telefónica) · 6 Otro (ESPECIFIQUE) · 9 No sabe; CIRCULE UN SOLO CÓDIGO	Sólo tenedores de algún producto formal (todas 6.2 = 2 → PASE A 6.14 salta 6.5-6.13). Se pregunta una vez, por el último crédito, sin identificar de qué tipo de producto es ese último crédito.	PR (último crédito; una observación por persona)	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 17; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 752-758	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				RESERVA de mesa (20/sep): el par «crédito por app» 2021×2024 (P6_2_8 × P6_7 vs P6_2_8 × P6_6) está visto y consumido en CALC-ENIF-FINTECH-0001 (n=200); esta fila lo registra y no lo relanza. El instrumento no dice cuál producto es «el último», así que K7 no se cruza con K2 por texto.
K7	Canal de contratación del último crédito	2024	2021	CAMBIO-MENOR	K7 completa.	P6_6 (6.6)	6.6 ¿Usted contrató su (último) crédito o tarjeta de crédito...	1 en una sucursal de la institución financiera · 2 mediante una aplicación de celular · 3 en la página de internet de la institución financiera · 4 en un establecimiento comercial (Elektra, Coppel, Liverpool, entre otros) · 5 con personal promotor (fuera de la institución financiera o por llamada telefónica) · 6 Otro (ESPECIFIQUE) · 9 No sabe; LEA HASTA OBTENER UNA RESPUESTA AFIRMATIVA Y CIRCULE UN SOLO CÓDIGO	Sólo tenedores de algún producto formal (todas 6.2 = 2 → PASE A 6.13). Una vez, último crédito.	PR (último crédito; una observación por persona)	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 17; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 796-803	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				Por qué no entra en el estimando: los seis canales y sus códigos son los mismos; cambia un ejemplo de marca dentro de la opción 4 (Suburbia → Liverpool) y la instrucción al entrevistador («lea hasta obtener una respuesta afirmativa»), que fija el orden de lectura pero no el catálogo. Hueco de la RESERVA: el par app 2024 ya consumido, no se relanza.
K7	Canal de contratación del último crédito	2018	2021	NO-ESTIMABLE	K7 completa: 2018 no pregunta dónde ni cómo se contrató el último crédito.					PR (último crédito) — no aplicable en esta ola	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-págs 12-15 (sección 6 completa) y 24-25 (sección 10); enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 410-599 y TModulo2 filas 302-393	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)		«contrató su» (0 aciertos en el cuestionario 2018 completo), «aplicación de celular» (0), «sucursal» dentro de la sección 6 (0; sólo en 6.6 «la sucursal le queda lejos» como razón de no tenencia y en 6.17 como medio de comparación), «página de internet» (sólo 6.17 medios para comparar), «promotor» (0), «establecimiento comercial» (0). Sección 6 recorrida reactivo por reactivo (6.1-6.19): lo más cercano es 6.11 «Respecto al último crédito que contrató, ¿usted... firmó la autorización de buró / recibió copia del contrato / utilizó el CAT», que pregunta transparencia del último crédito, no canal. Sección 10 (uso de canales financieros) pregunta uso de cajero, sucursal, corresponsal, banca por internet y celular, no contratación de crédito. FD: ningún nemónico P6_* ni P10_* con «contrat».		Coincide con forense/prereg-caja/ENIF-FINTECH-SERIE-spec-v1_0.md:17-20 (2018 NO-ESTIMABLE para canal), ahora con el texto buscado citado (A.15, firma D2). Cuestionario y FD verificados: no es «no existe la variable».
