id_lectura	ruta	sha256_recalculado	linea	tier_literal	texto_fuente	estado_dictamen
LECTURA-112051b2-07	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	19	HIPÓTESIS RAZONABLE	"7. **[HIPÓTESIS RAZONABLE]** El futuro se **acorta bajo amenaza**: con 63.8% de percepción de inseguridad urbana (ENSU 4T-2025, comunicado 4/26) y desplazamiento forzado de 28,900 personas en 2024 —un aumento del 129% respecto a 2023 (informe ""Travesías forzadas"", Programa de DDHH Universidad Iberoamericana + ACNUR)—, la hipervigilancia y la evitación son cálculo racional, no fragilidad. Se conecta con escasez, pero el corpus NO afirma como dato duro que el horizonte temporal se contraiga."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-08	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	20	MEDIA-FUERTE	"8. **[MEDIA-FUERTE]** Existe **brecha de género** brutal en el uso del tiempo: las mujeres dedican 39.7 h semanales a trabajo no remunerado vs. 18.2 h los hombres —una diferencia de 21.5 h (ENUT 2024, comunicado 28 ago 2025)—, brecha que sube a 26 h en localidades menores a 10 mil habitantes. El ""tiempo disponible para planear/comprometerse"" está distribuido de forma desigual por género."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-09	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	21	MEDIA	9. **[MEDIA]** Marcos importados (policronía de Hall; Hofstede Indulgencia 97, Orientación a Largo Plazo 24) capturan algo real pero son **mediciones agregadas de muestras urbanas/gerenciales**, antiguas y con validez de constructo en disputa (McSweeney 2002). Úsense como hipótesis, no como verdad nacional.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-10	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	22	NARRATIVA POPULAR	"10. **[NARRATIVA POPULAR]** ""El mexicano es impuntual/no sabe planear."" Esta conclusión es **peligrosa, culpa a la víctima y borra la estructura**. El reporte la desarma explícitamente."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-11	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	23	MEDIA	11. **[MEDIA]** La evidencia experimental de descuento temporal existe en muestras EN México (p. ej. un experimento de campo sobre ahorro voluntario para el retiro con N≈97,149 publicado en *PNAS Nexus* 2023; estudios en *SciELO* 2022-2023), pero es fragmentaria; el descuento hiperbólico es un universal humano, no un rasgo mexicano.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-12	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	24	HIPÓTESIS RAZONABLE	12. **[HIPÓTESIS RAZONABLE]** La generación Z mexicana (≈25% de la población) trae **inmediatez digital** (pagos contactless, social commerce, TikTok) que reconfigura la relación con el tiempo, pero comparte el mismo entorno estructural.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-13	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	25	MEDIA	"13. **[MEDIA]** Aceptar una invitación o decir ""sí voy"" para ""quedar bien"" (simpatía) puede explicar parte de la elasticidad del compromiso social —hipótesis, no ""los mexicanos mienten""."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-14	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	26	FUERTE	14. **[FUERTE]** La confianza institucional es baja y está atribuida a estructura (corrupción, desigualdad): según Latinobarómetro 2024, a nivel regional la confianza es de 41% en la policía, 37% en el presidente, 28% en el poder judicial y 17% en los partidos. No planear con instituciones que fallan es racional.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-112051b2-15	corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	27	HIPÓTESIS RAZONABLE	"15. **[HIPÓTESIS RAZONABLE]** Gran parte de la evidencia sobre ""policronía mexicana"" es **cualitativa, etnográfica o de hace décadas** (Hall, 1959-1983), no medición reciente representativa. Es un VACÍO grande."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-01	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	7	FUERTE	"1. **La comunalidad es un sistema, no un rasgo.** En la Sierra Norte de Oaxaca, la vida se organiza en torno a cuatro pilares interdependientes —territorio comunal, trabajo comunal (tequio), poder/gobierno comunal (asamblea y cargos) y fiesta comunal—. (Evidencia fuerte como práctica; el *concepto* ""comunalidad"" es elaboración intelectual reciente, ver #10.) *Es de los hallazgos más sólidos y más útiles.*"	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-02	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	9	NO-EXPLÍCITO	2. **La autoridad es servicio, no representación remunerada.** En el sistema de cargos, el prestigio y la ciudadanía plena se obtienen sirviendo gratuitamente a la comunidad en una escala de responsabilidades. La autoridad es delegada por la asamblea, rotativa, no remunerada y revocable. *Muy sólido y muy malinterpretado.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-03	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	11	NO-EXPLÍCITO	3. **La asamblea comunitaria es órgano soberano.** La toma de decisiones se realiza por deliberación colectiva buscando consenso, no por delegación permanente a representantes. En 417 de los 570 municipios de Oaxaca y en casos como Cherán, esto tiene reconocimiento legal. *Sólido.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-04	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	13	NO-EXPLÍCITO	4. **La reciprocidad es una infraestructura económica y moral, no folclor.** El tequio, la gozona, la guelaguetza y la mano vuelta constituyen un sistema de deuda diferida y seguro social mutuo que sostiene obra pública, ciclos agrícolas y protección de vulnerables. *Sólido; frecuentemente romantizado.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-05	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	15	NO-EXPLÍCITO	"5. **Los ""usos y costumbres"" son sistemas normativos completos**, con procedimientos, sanciones, mediación y órganos (asamblea, consejo de ancianos), no ausencia de reglas ni informalidad."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-06	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	17	NO-EXPLÍCITO	6. **La tierra comunal y ejidal es matriz institucional, no solo recurso.** La propiedad social cubre 99,759,455 hectáreas —el 50.7% del territorio nacional— y estructura pertenencia, autoridad y trabajo. Existe una diferencia jurídica precisa entre ejido y comunidad agraria. *Sólido.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-07	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	19	MEDIA	7. **La migración transnacional reconfigura —no destruye— el sistema.** Aparecen cargos ejercidos a distancia, cuotas pagadas desde EE. UU., clubes de oriundos y remesas colectivas: la comunidad se vuelve translocal manteniendo su lógica de ciudadanía por servicio. *Evidencia media-fuerte.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-08	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	21	NO-EXPLÍCITO	8. **Los pueblos del norte operan con otra lógica**: movilidad, dispersión y rechazo a la autoridad centralizada (rarámuri, yaquis, seris), frente a la densa vida corporativa mesoamericana del sur. *Sólido; el hallazgo que más cambiaría el reporte si el foco fuera el norte.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-09	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	23	NO-EXPLÍCITO	"9. **Buena parte de lo que se lee como ""cultura"" es adaptación racional al despojo y a la ausencia estatal.** La cerrazón defensiva, la desconfianza al Estado y al mercado y la autogestión de seguridad (Cherán) responden a incentivos concretos. *Sólido y peligroso si se simplifica.*"	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-10	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	25	NO-EXPLÍCITO	"10. **""Comunalidad"" y ""buen vivir"" son elaboraciones intelectuales y políticas contemporáneas**, no descripciones etnográficas neutras. Nombran prácticas más antiguas pero fueron formuladas en contextos de lucha (Oaxaca desde los años 70; Andes desde los 2000). *Crucial para no reificar.*"	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-11	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	27	NO-EXPLÍCITO	11. **El sistema de cargos y las cofradías tienen origen mayormente colonial y decimonónico, no prehispánico puro.** *Sólido; corrige una narrativa popular común.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-12	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	29	NO-EXPLÍCITO	12. **La comunalidad no es armonía.** Hay faccionalismo, cacicazgo, exclusión de mujeres y de avecindados, expulsiones religiosas y control social duro. *Sólido; el correctivo más importante frente a la idealización.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-13	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	31	NO-EXPLÍCITO	13. **Salud: coexisten sistemas médicos propios** (partería tradicional, síndromes de filiación cultural como el susto y el empacho, herbolaria) con lógica interna coherente, articulables —no subordinables— a la medicina alopática.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-14	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	33	MEDIA	14. **La reciprocidad puede erosionarse bajo pobreza acumulada** (González de la Rocha) y bajo transferencias monetarias individualizadas; el efecto sobre las instituciones comunitarias es hipótesis crítica plausible más que hecho comprobado. *Evidencia media/hipótesis.*	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-546e89cc-15	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md	546e89ccc00ee6198c8f87594053cd34d395e5e33a39a14ed9f416b57a643472	35	NO-EXPLÍCITO	"15. **Analogías latinoamericanas reales pero no identidad.** El ayllu, ayni y minka andinos riman con la comunalidad mexicana, pero no hay un ""mundo indígena"" homogéneo pan-latinoamericano."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-01	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	5	SÓLIDO	"1. **[SÓLIDO] La formación de pareja en México se está ""desinstitucionalizando"", no desapareciendo.** La edad promedio al matrimonio subió a 34.1 años en hombres (desde 29.8 en 2013) y 31.3 años en mujeres (desde 26.9 en 2013), según la Estadística de Matrimonios (EMAT) 2022 del INEGI, que registró 507,052 matrimonios. La tasa de nupcialidad cayó de 7.2 matrimonios por cada mil habitantes de 18+ en 2014 a 5.6 en 2023 (INEGI, EMAT 2023, comunicado 572/24), y 17.8% de la población de 15+ vive en unión libre (ENOE, tercer trimestre 2023). Los mexicanos no dejan de emparejarse: retrasan y desformalizan."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-02	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	7	SÓLIDO	"2. **[SÓLIDO] La cohabitación (unión libre) tiene doble raíz.** No es solo modernidad importada: existe una unión libre ""tradicional"" de raíz histórica colonial e indígena, propia de sectores populares, y una ""moderna"" que crece en clases medias urbanas como ensayo pre-matrimonial o alternativa ideológica. Confundirlas es un error analítico frecuente."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-03	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	9	SÓLIDO	"3. **[SÓLIDO] Las apps de citas ya son infraestructura de cortejo para el México urbano digitalizado, pero NO para todo México.** Según el estudio ""El amor en los Tiempos de las Telecom 2026"" de The Competitive Intelligence Unit (The CIU), 22.3% de quienes han usado estas plataformas está hoy buscando pareja mediante una app, equivalente a 8.6 millones de usuarios activos, con una frecuencia de uso que subió a 2.7 veces por semana (vs. 2.4 el año previo). Tinder y Bumble dominan. Es un fenómeno de clases medias urbanas conectadas, no del país entero."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-04	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	11	SÓLIDO	4. **[SÓLIDO] La violencia en el noviazgo es estructura + guion, no anécdota.** Con datos de la ENDIREH 2021 (INEGI) analizados por Rodríguez-Hernández, Castillo-Viveros y Esquivel-Santoveña (*Psychology, Society & Education*, 2023, n=7,140 mujeres de 15-24 años), 20.2% de las mujeres de esa edad vivió al menos una agresión de su pareja en el último año: 19.9% emocional, 2.7% física, 2.0% sexual. La ENDIREH 2021 estima además que 39.9% de las mujeres de 15+ ha sufrido violencia de pareja a lo largo de la vida, y que solo 13.6% de quienes la sufrieron acudió a una autoridad.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-05	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	13	SÓLIDO	"5. **[SÓLIDO] La secularización avanza pero es parcial y desigual.** Según el Censo de Población y Vivienda 2020 (INEGI), los católicos bajaron de 82.7% (2010) a 77.7% (97,864,218 personas en 2020); los protestantes/evangélicos subieron de 7.5% a 11.2%; los ""sin religión"" pasaron de 4.7% a 8.1%, más un 2.5% adicional de ""creyentes sin adscripción religiosa"" (10.6% combinado). La secularización es sobre todo urbana; en ciudades medianas y zonas rurales el catolicismo sigue estructurando el guion de pareja (Guanajuato, Jalisco, Zacatecas y Aguascalientes conservan ~90% de feligresía católica)."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-06	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	15	SÓLIDO	6. **[SÓLIDO] El matrimonio igualitario es nacional desde 2022** (último estado en reformar su código civil: Tamaulipas, 26 de octubre de 2022), y la población LGBT+ es 5.1% de los mayores de 15 años (~5 millones, según ENDISEG 2021 del INEGI, comunicado 340/22: 2.1 millones de hombres y 2.9 millones de mujeres, con 67.5% entre 15 y 29 años). La díada de pareja ya no puede analizarse como exclusivamente heterosexual.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-07	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	17	MEDIO	"7. **[MEDIO] Persiste un desfase entre el ideal romántico y la práctica real.** Los ""mitos del amor romántico"" (media naranja, celos como prueba de amor, ""el amor todo lo puede"", compatibilidad amor-violencia) siguen operando y se asocian a mayor tolerancia a la violencia, sobre todo en hombres jóvenes; pero la aceptación explícita de esos mitos está bajando en cohortes universitarias."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-08	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	19	MEDIO	8. **[MEDIO] Marianismo y machismo/caballerismo operan como guiones residuales, no como esencia.** El marianismo (autosacrificio, autosilenciamiento, pilar espiritual/familiar) y el machismo tradicional (dominancia, supresión emocional) coexisten con el caballerismo (responsabilidad, conexión emocional). En la díada actual estos guiones se negocian y erosionan de forma desigual por clase y escolaridad.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-09	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	21	MEDIO	9. **[MEDIO] Los celos operan en dos registros distintos: control vs. inseguridad.** La evidencia psicométrica mexicana (Escala Multidimensional de Celos, EMUCE) separa componentes emocionales/de inseguridad de conductas de control; los celos como control, no como emoción, son los que predicen violencia.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-10	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	23	MEDIO	10. **[MEDIO] La entrada femenina al mercado laboral y la escolarización reconfiguran el poder en la díada.** En 52% de los matrimonios de 2022 ambos cónyuges trabajaban y en 53% ambos tenían la misma escolaridad (INEGI); la mayor escolaridad y las actitudes igualitarias de género son factores protectores frente a la violencia en el noviazgo.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-11	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	25	MEDIO	"11. **[MEDIO] La violencia digital de pareja es una forma nueva de un guion viejo.** El monitoreo, la revisión de redes y el control vía celular son las conductas más frecuentes; se justifican bajo creencias románticas de ""amor = vigilancia"", especialmente en jóvenes intensamente conectados."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-12	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	27	HIPÓTESIS RAZONABLE	12. **[HIPÓTESIS RAZONABLE] Las apps reconfiguran el cortejo hacia lógicas de mercado y aceleran el desacople entre sexo, romance y matrimonio,** pero la evidencia mexicana representativa sobre efectos en la calidad de las relaciones es escasa; la mayoría de datos provienen de consultoras de mercado, no de estudios académicos.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-13	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	29	HIPÓTESIS RAZONABLE	13. **[HIPÓTESIS RAZONABLE] Grindr y las apps LGBT+ cumplen función de seguridad e infraestructura de sociabilidad en contextos hostiles,** además de encuentro sexual; pero también concentran riesgos (extorsión, violencia, exposición de menores).	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-14	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	31	NARRATIVA POPULAR — CAUTELA	"14. **[NARRATIVA POPULAR — CAUTELA] ""El mexicano es esencialmente celoso/infiel/machista"".** Es un cliché esencialista. Los datos muestran variación enorme por clase, generación, región y escolaridad; los patrones son adaptaciones a estructuras (desigualdad, dependencia económica, informalidad) más que rasgos nacionales fijos."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-b27f1923-15	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md	b27f1923c57e16c1bd4fa49760e09e417c72f558b448f21b8451d49569cccfb3	33	NO-EXPLÍCITO	"15. **[MÁS MALINTERPRETADO] ""3 de cada 10 jóvenes sufren violencia en el noviazgo (UNAM)"".** Esta cifra circula masivamente pero proviene de una declaración divulgativa (boletín UNAM-DGCS-108, del Centro de Investigaciones y Estudios de Género, 14 feb 2024), sin encuesta ni metodología publicada; la cifra rigurosa y representativa es 20.2% (ENDIREH 2021). El mismo boletín atribuye erróneamente los porcentajes clásicos (76% psicológica) a ""2021"" cuando corresponden a la ENVINOV 2007 del IMJUVE."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-c42009a3-01	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	9	FUERTE	"1. **[FUERTE · más sólido]** La variante protectora ADH1B rs1229984 (alelo *2/His48) reduce causalmente el consumo de alcohol a nivel individual: en el meta-análisis de randomización mendeliana de Holmes et al. (BMJ 2014, 56 estudios, N=261,991), los portadores del alelo A ""consumieron 17.2% menos unidades de alcohol por semana (IC 95% 15.6%–18.9%)"", con OR de binge drinking de 0.78 (0.73–0.84) y mayor abstención (OR 1.27). Es el canal individual mejor demostrado."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-c42009a3-02	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	11	FUERTE	"2. **[FUERTE · más malinterpretado]** El ""firewater myth"" (la idea de que los pueblos originarios/mexicanos están genéticamente predispuestos al alcoholismo) está **desacreditado**. La variante asiática ALDH2 rs671 es esencialmente **nula** en poblaciones nativas americanas y mexicanas; no hay metabolismo ""anómalo"" del alcohol."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-c42009a3-03	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	13	FUERTE	3. **[FUERTE]** El alelo protector ADH1B*2 es **poco frecuente** en mexicanos mestizos (~3–16%) y variable en grupos indígenas (hasta ~50% en huicholes). Su ausencia NO crea vulnerabilidad: solo significa que falta un disuasor biológico, igual que en europeos y afrodescendientes.	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-c42009a3-04	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	15	FUERTE	"4. **[FUERTE · más malinterpretado]** El ""gen guerrero"" MAOA es el ejemplo paradigmático de determinismo mal aplicado: efecto principal débil, replicación mixta, y despliegue **racializado** (contra maoríes, y en tribunales de EE. UU. contra acusados negros y latinos). Es el modelo de ""cómo NO hacerlo""."	PENDIENTE-DE-DEDUP-Y-CONTRATO
LECTURA-c42009a3-05	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	17	FUERTE	5. **[FUERTE]** Los scores poligénicos de tolerancia al riesgo explican **~1.6% de la varianza** out-of-sample (SNP-h² ≈5%); poligenicidad extrema, sin especificidad ancestral. Inútiles para predecir la conducta de un individuo.	PENDIENTE-DE-DEDUP-Y-CONTRATO
