necesidad_id	fuente_canonica	evidencia_id	estado_anterior	estado_propuesto	evidencia_explicita	razon	reserva_incertidumbre	requiere_decision_humana
N26	PUB	OE-c1b02a844fc80c9293323757	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N27	GDELT	OE-f6d17977c51b480cd7befa6b	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N27	GDELT	OE-85252fcf9e78c194cb0179e1	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35; apertura=CANDIDATA; indicio=CANDIDATA	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N27	RELLABORALESPRUEBA	OE-8ca059261693f4c587a99e97	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md; apertura=SIN_APERTURA_EXPLICITA; indicio=Eventos con agravio, actor, respuesta y entorno urbano/rural.	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14; apertura=CANDIDATA; indicio=CANDIDATA	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N28	CNGMD	OE-13eecae0edb0a372fa8ecc97	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N28	PUB	OE-720ef5ce31fd46e835c9af4a	CANDIDATA	CANDIDATA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-ext-general-2026-08-06.tsv; apertura=SIN_APERTURA_EXPLICITA; indicio=Inventario de comités y contribución sostenida con mecanismo de sanción observable.	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N28	SICS	OE-8956933de168361a2512c945	CANDIDATA	CANDIDATA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L133; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N29	FINANZAS	OE-d644fa49bac078e3b0ce67b3	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md; apertura=SIN_APERTURA_EXPLICITA; indicio=Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N30	ENBIARE	OE-ee12358875d1e590d07df047	CANDIDATA	CANDIDATA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md; apertura=SIN_APERTURA_EXPLICITA; indicio=Disposición a transar con desconocidos por nivel de enforcement.	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f29d6cfa226a9514442785e3	CANDIDATA	CANDIDATA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13; apertura=no documentada; indicio=sin evidencia textual concreta	La referencia local conserva un candidato o frontera, pero no aporta reactivo, payload, apertura o resultado suficiente para adjudicarlo.	Requiere nueva evidencia fuente-específica; permanece candidata sin inferencia temática.	NO
N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	NEGATIVA	NEGATIVA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36: MAPEADO-NO-SATISFACE	La apertura local documenta ausencia o existencia que no satisface esta relación específica; se preserva la negativa explícita.	La negativa se limita a esta necesidad, fuente y objeto de evidencia; no se propaga.	NO
