id_celda	variante	replica	estado	valor_extraido	evidencia_textual	regla_de_extraccion	razon_no_extraible	archivo
DIN-M-01	L+corpus	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L+corpus__04__v1_3.json
DIN-M-01	L+corpus	5	NO-EXTRAIBLE		Estimación puntualNO ESTIMADA.** Razones: 1. **El universo declarado lo excluye explícitamente.** El encargo dice "NO ESTIMADO EN ESTE ACTO — censo de exi	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L+corpus__05__v1_3.json
DIN-M-01	L+corpus	6	NO-EXTRAIBLE		Estimación puntualNO ESTIMADO**. La escala es binaria, así que no aplica intervalo de confianza; y aun si aplicara, no lo daría, porque cualquier cifra qu	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L+corpus__06__v1_3.json
DIN-M-01	L+corpus	7	NO-EXTRAIBLE		Estimación puntualNO ESTIMADA.** No aplica intervalo (escala binaria, y en todo caso el acto no pide prevalencia). Lo que sí puedo señalar como advertencia	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L+corpus__07__v1_3.json
DIN-M-01	L+corpus	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L+corpus__08__v1_3.json
DIN-M-01	L-solo	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L-solo__01__v1_3.json
DIN-M-01	L-solo	2	NO-EXTRAIBLE		Estimación puntualninguna. Escala binaria, sin intervalo aplicable. **Para resolverlo correctamente se necesitaría:** el catálogo de variables de la ENNV	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L-solo__02__v1_3.json
DIN-M-01	L-solo	3	NO-EXTRAIBLE		Estimación puntualno emitida.** No procede tampoco intervalo, dado que la escala es binaria y el acto es de existencia, no de magnitud. **Lo que sí puedo h	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L-solo__03__v1_3.json
DIN-M-01	L-solo	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L-solo__04__v1_3.json
DIN-M-01	L-solo	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L-solo__05__v1_3.json
DIN-M-01	L-solo	6	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L-solo__06__v1_3.json
DIN-M-01	L-solo	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-DIN-M-01-M__L-solo__07__v1_3.json
DIN-M-01	L-solo	8	NO-EXTRAIBLE		Estimación puntualme abstengo. Si el protocolo exige registrar algo, el registro correcto es `NO ESTIMADO / ítem no verificable en inventario`, no un valo	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-DIN-M-01-M__L-solo__08__v1_3.json
FAM-M-01	L+corpus	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L+corpus__01__v1_3.json
FAM-M-01	L+corpus	2	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L+corpus__02__v1_3.json
FAM-M-01	L+corpus	3	NO-EXTRAIBLE		Estimación puntualno estimada / dato desconocido**. Lo máximo que puedo ofrecer como orientación no-numérica, y explícitamente marcado como razonamiento	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-FAM-M-01-M__L+corpus__03__v1_3.json
FAM-M-01	L+corpus	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L+corpus__04__v1_3.json
FAM-M-01	L+corpus	5	NO-EXTRAIBLE		Estimación puntualno la doy.** Cualquier proporción que ofreciera (por ejemplo, "~20–25% de adultos mayores") sería una cifra plausible inventada, no una re	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-FAM-M-01-M__L+corpus__05__v1_3.json
FAM-M-01	L+corpus	6	NO-EXTRAIBLE		Estimación puntualno la doy. Cualquier cifra que produjera sería una plausibilidad fabricada, no un recuerdo del microdato ni del cuestionario. **Fuente	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-FAM-M-01-M__L+corpus__06__v1_3.json
FAM-M-01	L+corpus	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L+corpus__07__v1_3.json
FAM-M-01	L+corpus	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L+corpus__08__v1_3.json
FAM-M-01	L-solo	1	AMBIGUA		Estimación puntualme abstengo. Cualquier cifra que diera (p. ej. "≈30% responde sí") sería una fabricación plausible, no una recuperación. **Fuente (sond	ANCLAS-EN-CONFLICTO	una ventana/seccion trae mas de un candidato numerico sin regla de desempate, o numero y rechazo a la vez	L-FAM-M-01-M__L-solo__01__v1_3.json
FAM-M-01	L-solo	2	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__02__v1_3.json
FAM-M-01	L-solo	3	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__03__v1_3.json
FAM-M-01	L-solo	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__04__v1_3.json
FAM-M-01	L-solo	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__05__v1_3.json
FAM-M-01	L-solo	6	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__06__v1_3.json
FAM-M-01	L-solo	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__07__v1_3.json
FAM-M-01	L-solo	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-01-M__L-solo__08__v1_3.json
FAM-M-05	L+corpus	1	EXTRAIBLE	0.0550	Estimación puntual~5.5% de los hogares** (aprox. 0.055 como proporción; escala binaria). **Intervalo subjetivo:** 4.5%–7%. **Razonamiento y calibración:**	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__01__v1_3.json
FAM-M-05	L+corpus	2	EXTRAIBLE	0.0440	**recibe_remesas (ENIGH 2016, hogares) ≈ 4.4 %** de los hogares con `remesas > 0`.	ANCLA-HEADER-PUNTO		L-FAM-M-05-M__L+corpus__02__v1_3.json
FAM-M-05	L+corpus	3	EXTRAIBLE	0.0470	Estimación puntual≈ 0.047 (4.7 % de los hogares con `remesas > 0`).** Rango subjetivo plausible: **3.5 % – 6.5 %** (mi masa de probabilidad se concentra en	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__03__v1_3.json
FAM-M-05	L+corpus	4	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (recibe_remesas = 1), es decir alrededor de 1 de cada 22 hogares del universo completo de `concentradohogar` en E	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__04__v1_3.json
FAM-M-05	L+corpus	5	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares con `remesas > 0` (recibe_remesas = 1).** Intervalo de confianza subjetivo (aunque la escala sea binaria, la canti	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__05__v1_3.json
FAM-M-05	L+corpus	6	EXTRAIBLE	0.0550	Estimación puntual~5.5% de los hogares** (proporción con remesas > 0). **Intervalo subjetivo (aunque la escala es binaria, doy incertidumbre sobre la propo	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__06__v1_3.json
FAM-M-05	L+corpus	7	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción con remesas > 0 en concentradohogar, ENIGH 2016 Nueva Serie).** Intervalo subjetivo (aunque la escala es	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__07__v1_3.json
FAM-M-05	L+corpus	8	EXTRAIBLE	0.0550	Estimación puntual~5.5% de los hogares** (proporción con remesas > 0). **Intervalo subjetivo (aunque la escala sea binaria, doy rango de incertidumbre sobr	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L+corpus__08__v1_3.json
FAM-M-05	L-solo	1	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares (proporción ponderada de hogares con remesas > 0 en ENIGH 2016 Nueva Serie).** Intervalo subjetivo (aunque la esca	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__01__v1_3.json
FAM-M-05	L-solo	2	EXTRAIBLE	0.0450	Estimación puntual~4.5 % de los hogares** (proporción ponderada de hogares con `remesas > 0` en concentradohogar, ENIGH 2016 Nueva Serie). Rango subjetivo	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__02__v1_3.json
FAM-M-05	L-solo	3	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares (proporción ponderada) reciben remesas en ENIGH 2016 Nueva Serie.** Intervalo subjetivo (aunque la escala es binar	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__03__v1_3.json
FAM-M-05	L-solo	4	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción ≈ 0.045)** Es decir, alrededor de 1 de cada 22 hogares mexicanos reportó ingreso por remesas en la ENIGH	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__04__v1_3.json
FAM-M-05	L-solo	5	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (proporción ponderada de hogares con remesas > 0 en ENIGH 2016 Nueva Serie). Intervalo subjetivo (aunque la esca	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__05__v1_3.json
FAM-M-05	L-solo	6	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares con `remesas > 0`** (es decir, `recibe_remesas = 1` en aproximadamente 1.5 millones de los ~33.4 millones de hogare	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__06__v1_3.json
FAM-M-05	L-solo	7	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción ponderada de hogares con remesas > 0 en ENIGH 2016 Nueva Serie). Intervalo subjetivo (aunque la escala	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__07__v1_3.json
FAM-M-05	L-solo	8	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (proporción ponderada de hogares con `remesas > 0` en ENIGH 2016 Nueva Serie). Intervalo subjetivo (aunque la es	ANCLA-FRASE-PUNTO		L-FAM-M-05-M__L-solo__08__v1_3.json
FAM-M-06	L+corpus	1	EXTRAIBLE	0.0500	Estimación puntual~5 % de los hogares** (recibe_remesas = 1), con un rango subjetivo plausible de **4 % a 6 %** sobre el universo completo de `concentradoho	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__01__v1_3.json
FAM-M-06	L+corpus	2	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares** (recibe_remesas = 1), con un rango subjetivo plausible de **4 % – 6 %** (mi masa de probabilidad se concentra entre	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__02__v1_3.json
FAM-M-06	L+corpus	3	EXTRAIBLE	0.0500	Estimación puntualrecibe_remesas = 1: aproximadamente 5% de los hogares** (ENIGH 2018, Nueva Serie, universo completo de concentradohogar). Rango subjeti	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__03__v1_3.json
FAM-M-06	L+corpus	4	EXTRAIBLE	0.0470	**recibe_remesas = 1 (proporción de hogares): ≈ 0.047 (4.7 %)**	ANCLA-HEADER-PUNTO		L-FAM-M-06-M__L+corpus__04__v1_3.json
FAM-M-06	L+corpus	5	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares (recibe_remesas = 1).** Intervalo subjetivo (aunque la escala sea binaria, la cantidad encuestable es una proporción)	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__05__v1_3.json
FAM-M-06	L+corpus	6	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (recibe_remesas = 1), es decir, una proporción ponderada de alrededor de 0.045 sobre el universo completo de `con	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__06__v1_3.json
FAM-M-06	L+corpus	7	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares** (recibe_remesas = 1), es decir, alrededor de 1 hogar de cada 20. **Intervalo subjetivo (aunque la escala es binari	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__07__v1_3.json
FAM-M-06	L+corpus	8	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares** (recibe_remesas = 1), ENIGH 2018 Nueva Serie, universo completo de `concentradohogar`. Intervalo subjetivo (aunque	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L+corpus__08__v1_3.json
FAM-M-06	L-solo	1	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con remesas > 0 en ENIGH 2018 Nueva Serie). **Intervalo subjetivo (aunque la escala es bina	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__01__v1_3.json
FAM-M-06	L-solo	2	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con `remesas > 0` en concentradohogar, ENIGH 2018 Nueva Serie, sin ponderar o ponderando con	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__02__v1_3.json
FAM-M-06	L-solo	3	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción ponderada de hogares con remesas > 0 en ENIGH 2018 Nueva Serie). Intervalo subjetivo (aunque la escala	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__03__v1_3.json
FAM-M-06	L-solo	4	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (recibe_remesas = 1) en ENIGH 2018 Nueva Serie. Intervalo subjetivo (aunque la escala sea binaria, expreso mi in	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__04__v1_3.json
FAM-M-06	L-solo	5	EXTRAIBLE	0.0450	Estimación puntual≈ 4.5 % de los hogares** (proporción de hogares con `remesas > 0` en concentradohogar, ENIGH 2018 Nueva Serie, sin ponderar por `factor` n	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__05__v1_3.json
FAM-M-06	L-solo	6	EXTRAIBLE	0.0450	Estimación puntual~4.5 % de los hogares (proporción ponderada) recibieron remesas en ENIGH 2018.** Intervalo subjetivo (aunque la escala es binaria, expres	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__06__v1_3.json
FAM-M-06	L-solo	7	AMBIGUA		Estimación puntual~4.5% de los hogares** (proporción de hogares con remesas > 0 en ENIGH 2018 Nueva Serie, ponderada por `factor`). Intervalo subjetivo (au; mi puntoa ~5.0%. Sonda canario / fuente: **no tengo una fuente textual verificable para esta cifra exacta.** No estoy citando un tabulado específi	ANCLAS-EN-CONFLICTO	dos o mas anclas numericas distintas sin regla de desempate mecanico	L-FAM-M-06-M__L-solo__07__v1_3.json
FAM-M-06	L-solo	8	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción 0.045)** Rango subjetivo plausible: 4.0% – 5.5%. **Base del razonamiento (no cita textual verificada):*	ANCLA-FRASE-PUNTO		L-FAM-M-06-M__L-solo__08__v1_3.json
FAM-M-07	L+corpus	1	EXTRAIBLE	0.0450	**recibe_remesas (ENIGH 2020, universo completo de hogares): ≈ 4.5 %**	ANCLA-HEADER-PUNTO		L-FAM-M-07-M__L+corpus__01__v1_3.json
FAM-M-07	L+corpus	2	EXTRAIBLE	0.0525	estimación puntual; intervalo subjetivo aproximado 4.0%–6.5%) ## Base del cálculo No tengo memorizada la cifra exacta tabulada de ENIGH 2020 para esta varia	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L+corpus__02__v1_3.json
FAM-M-07	L+corpus	3	EXTRAIBLE	0.0500	**recibe_remesas = 1: ≈ 5 % de los hogares** (ENIGH 2020, Nueva Serie, universo completo de `concentradohogar`).	ANCLA-HEADER-PUNTO		L-FAM-M-07-M__L+corpus__03__v1_3.json
FAM-M-07	L+corpus	4	EXTRAIBLE	0.0500	Estimación puntual~5 % de los hogares (recibe_remesas = 1 ≈ 0.05).** Intervalo subjetivo (aunque la escala sea binaria, doy incertidumbre sobre la proporci	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L+corpus__04__v1_3.json
FAM-M-07	L+corpus	5	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares** (recibe_remesas = 1), es decir, alrededor de 1 de cada 20 hogares del universo completo de `concentradohogar` de EN	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L+corpus__05__v1_3.json
FAM-M-07	L+corpus	6	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-FAM-M-07-M__L+corpus__06__v1_3.json
FAM-M-07	L+corpus	7	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares (recibe_remesas = 1 en ~0.05 de la muestra de concentradohogar, ENIGH 2020 Nueva Serie).** Intervalo subjetivo (aunq	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L+corpus__07__v1_3.json
FAM-M-07	L+corpus	8	EXTRAIBLE	0.0500	Estimación puntual≈ 5 % de los hogares (0.05).** Intervalo subjetivo (aunque la escala sea binaria, la cantidad encuestable es una proporción): **4 % – 6.5	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L+corpus__08__v1_3.json
FAM-M-07	L-solo	1	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción = 0.045)** Intervalo subjetivo (aunque la escala sea binaria, expreso incertidumbre sobre la proporción	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__01__v1_3.json
FAM-M-07	L-solo	2	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con `remesas > 0` en concentradohogar, ENIGH 2020 Nueva Serie, sin ponderar vs. ponderado di	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__02__v1_3.json
FAM-M-07	L-solo	3	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción 0.045)** Intervalo subjetivo (aunque la escala es binaria, expreso mi incertidumbre sobre la proporción	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__03__v1_3.json
FAM-M-07	L-solo	4	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares (proporción 0.045) reciben remesas en la ENIGH 2020.** Intervalo subjetivo (incertidumbre de mi memoria, no error mu	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__04__v1_3.json
FAM-M-07	L-solo	5	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con remesas > 0 en ENIGH 2020, universo completo de `concentradohogar`). Intervalo subjetiv	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__05__v1_3.json
FAM-M-07	L-solo	6	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con `remesas > 0` en concentradohogar, ENIGH 2020 Nueva Serie, sin ponderar por factor de ex	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__06__v1_3.json
FAM-M-07	L-solo	7	EXTRAIBLE	0.0450	Estimación puntual~4.5% de los hogares** (proporción de hogares con remesas > 0 en ENIGH 2020, universo completo de `concentradohogar`). Intervalo subjetiv	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__07__v1_3.json
FAM-M-07	L-solo	8	EXTRAIBLE	0.0450	Estimación puntual~4.5 % de los hogares** (proporción de hogares con remesas > 0 en concentradohogar, ENIGH 2020 Nueva Serie, sin ponderar o ponderado — amb	ANCLA-FRASE-PUNTO		L-FAM-M-07-M__L-solo__08__v1_3.json
TRA-M-02	L+corpus	1	NO-EXTRAIBLE		Estimación puntualme abstengo.** Dar una cifra aquí sería inventar un número plausible sobre un universo que no puedo verificar, que es exactamente lo que l	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-02-M__L+corpus__01__v1_3.json
TRA-M-02	L+corpus	2	NO-EXTRAIBLE		Estimación puntualme abstengo.** Si el reactivo se refiere a la tasa de población que pagó soborno entre quienes tuvieron contacto con autoridad, sé que es	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-02-M__L+corpus__02__v1_3.json
TRA-M-02	L+corpus	3	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__03__v1_3.json
TRA-M-02	L+corpus	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__04__v1_3.json
TRA-M-02	L+corpus	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__05__v1_3.json
TRA-M-02	L+corpus	6	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__06__v1_3.json
TRA-M-02	L+corpus	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__07__v1_3.json
TRA-M-02	L+corpus	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L+corpus__08__v1_3.json
TRA-M-02	L-solo	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__01__v1_3.json
TRA-M-02	L-solo	2	EXTRAIBLE	0.1400	Estimación puntual≈ 14 % responde "sí" (pagó mordida / hubo acto de corrupción) entre quienes tuvieron contacto con autoridad.** Intervalo de confianza sub	ANCLA-FRASE-PUNTO		L-TRA-M-02-M__L-solo__02__v1_3.json
TRA-M-02	L-solo	3	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__03__v1_3.json
TRA-M-02	L-solo	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__04__v1_3.json
TRA-M-02	L-solo	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__05__v1_3.json
TRA-M-02	L-solo	6	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__06__v1_3.json
TRA-M-02	L-solo	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__07__v1_3.json
TRA-M-02	L-solo	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-02-M__L-solo__08__v1_3.json
TRA-M-03	L+corpus	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__01__v1_3.json
TRA-M-03	L+corpus	2	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__02__v1_3.json
TRA-M-03	L+corpus	3	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__03__v1_3.json
TRA-M-03	L+corpus	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__04__v1_3.json
TRA-M-03	L+corpus	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__05__v1_3.json
