id_mapa	resultado_id	tipo_necesidad	consumidor	llave_theta	ruta_yaml	regla_generador	mecanismo_y_limite	tier_estado	fuentes_decisivas	poblacion_unidad	desenlace	exposicion	escala_enlace_vigente	magnitud_faltante	variacion_candidata	diseno_y_fuente_asignacion	datos_id_ola_geografia_llave	reserva_disponibilidad	supuesto_critico	amenaza_principal	falsador	viabilidad	proximo_paso
AT-27	RES-0093	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion	tramite.gobierno_digital.util_sin_coercion	asignados_probabilidad[11]	canon/modelo-decision-v4_0.md:521:tramite.gobierno_digital.util_sin_coercion	la dirección; ya viene marcada NO CALIBRADA en el propio archivo	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Adopción_y_Resistencia_Tecnológica_en_México__La_Paradoja_de_la_Baja_Confianza_Institucional.md | ['validacion:SPEI', 'modelo:3.3'] | canon/modelo-decision-v4_0.md:521 | forense/analisis/astra-theta-adq/recibo-encig-historica.md@1d99b5f0 | data/corrida0/relevo-usos-v1_0.tsv:RES-0093	Persona elegible para la regla; verificar dominio del instrumento	Adopción del servicio digital	Oferta de servicio digital útil y sin amenaza coercitiva	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.71, 0.29]	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCIG 2021/2023: encig_2021_encig21_base_datos_csv / encig23_base_datos_csv, estatal urbano alto; ID_TRA+ID_PER, P7_1/P7_2 lugar del trámite, P7_3 canal; calendario de asignación ausente	2021/2023 accesibles y hash verificado por apoyo adq; 2017/2019/2025 requieren cotejo de id/hash antes de consumo	Asignación independiente de desenlaces potenciales, condicionada según diseño	Digitalización endógena, mezcla de trámite y selección de usuarios	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	SIN-DISEÑO-IDENTIFICADO	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-28	RES-0094	asignado_probabilidad	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro	civico.denuncia.con_seguro	asignados_probabilidad[12]	canon/modelo-decision-v4_0.md:552:civico.denuncia.con_seguro	la dirección (el trámite del seguro vuelve racional denunciar); ENVIPE no publica esta condicional en esa forma	ASOCIACION/ASIGNADO según procedencia; ARGUMENTO_EXPLICITO=0 en E1	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md | [ENVIPE2025] | canon/modelo-decision-v4_0.md:552 | data/corrida0/relevo-usos-v1_0.tsv:RES-0094	Persona elegible para la regla; verificar dominio del instrumento	Denuncia del robo para activar trámite del seguro	Robo de vehículo asegurado; cobertura previa al delito	NO-DECLARADO para efecto causal; verificar esquema E1/ADR-220	Probabilidad condicional causal/estructural de conducta; vector asignado=[0.78, 0.22]	Cambio legal de cobertura automotriz federal por año/modelo; enlace a variables ENVIPE no comprobado	No preregistrable sin fuente primaria de asignación	ENVIPE 2025; sin usar cruces reservados ASTRA-1 ni ENVIPE 2026	No abrir reserva:*; disponibilidad de microdato por confirmar	Asignación independiente de desenlaces potenciales, condicionada según diseño	Aseguramiento seleccionado por ingreso, vehículo, delito y zona	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	FALTA-LLAVE-DE-EXPOSICION-Y-ASIGNACION	Buscar fuente primaria de variación y cotejar reactivo/geografía antes de spec
AT-29	RES-0199	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	salud	condicionales_confianza_institucional.salud	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(edad)	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENCIG 2021, P11_1_3 'Confianza en hospitales públicos' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.1, §3.1, §4 | data/corrida0/relevo-usos-v1_0.tsv:RES-0199	ENCIG 2021, P11_1_3 'Confianza en hospitales públicos' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.1, §3.1, §4	Distribución condicional de salud	edad (18–29 · 30–44 · 45–59 · 60+)	milpa/theta-esquema-e1-v1_0.yaml:salud; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCIG 2021, P11_1_3 'Confianza en hospitales públicos' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.1, §3.1, §4	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-30	RES-0200	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	educación	condicionales_confianza_institucional.educación	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(formalidad,edad,urbanización,ingreso,acceso_digital)	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENCUCI 2020, AP5_2_6 'Confianza en universidades públicas' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.2, §3.2, §4 | data/corrida0/relevo-usos-v1_0.tsv:RES-0200	ENCUCI 2020, AP5_2_6 'Confianza en universidades públicas' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.2, §3.2, §4	Distribución condicional de educación	formalidad × edad (conjunto) + urbanización, ingreso, acceso digital (marginales, un eje a la vez); migración NO DISPONIBLE	milpa/theta-esquema-e1-v1_0.yaml:educación; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCUCI 2020, AP5_2_6 'Confianza en universidades públicas' — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.2, §3.2, §4	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-31	RES-0201	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	financiera	condicionales_confianza_institucional.financiera	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(formalidad,edad,urbanización,migración,ingreso)	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENIF 2024, índice P11_1_1-P11_1_5 — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.3, §3.3, §4 | data/corrida0/relevo-usos-v1_0.tsv:RES-0201	ENIF 2024, índice P11_1_1-P11_1_5 — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.3, §3.3, §4	Distribución condicional de financiera	formalidad × edad (conjunto) + urbanización, migración, ingreso (marginales, un eje a la vez); acceso digital NO VERIFICADO	milpa/theta-esquema-e1-v1_0.yaml:financiera; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENIF 2024, índice P11_1_1-P11_1_5 — forense/notas/2026-08-03-cal-conf-faseb-medicion.md §1.3, §3.3, §4	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-32	RES-0202	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	seguridad-FFAA	condicionales_confianza_institucional.seguridad-FFAA	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(edad,dominio), por institución	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENVIPE 2025, TPer_Vic1 (91 182 filas) — AP5_4_04 (Guardia Nacional) · AP5_4_08 (Ejército) · AP5_4_09 (Fuerza Aérea) · AP5_4_10 (Marina), cada una condicionada a identificar la institución (AP5_3_XX=1) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.2, §3.1, §5 | data/corrida0/relevo-usos-v1_0.tsv:RES-0202	ENVIPE 2025, TPer_Vic1 (91 182 filas) — AP5_4_04 (Guardia Nacional) · AP5_4_08 (Ejército) · AP5_4_09 (Fuerza Aérea) · AP5_4_10 (Marina), cada una condicionada a identificar la institución (AP5_3_XX=1) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.2, §3.1, §5	Distribución condicional de seguridad-FFAA	edad (18–29·30–44·45–59·60+) y dominio (urbano/complemento urbano/rural), por institución	milpa/theta-esquema-e1-v1_0.yaml:seguridad-FFAA; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENVIPE 2025, TPer_Vic1 (91 182 filas) — AP5_4_04 (Guardia Nacional) · AP5_4_08 (Ejército) · AP5_4_09 (Fuerza Aérea) · AP5_4_10 (Marina), cada una condicionada a identificar la institución (AP5_3_XX=1) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.2, §3.1, §5	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-33	RES-0203	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	justicia-policía	condicionales_confianza_institucional.justicia-policía	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(edad,dominio), por institución	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENVIPE 2025, TPer_Vic1 (misma tabla) — AP5_4_01 (Tránsito) · AP5_4_02 (Preventiva) · AP5_4_03 (Estatal) · AP5_4_05 (Ministerial/Judicial) · AP5_4_06 (MP y Fiscalías Estatales) · AP5_4_07 (FGR) · AP5_4_11 (Jueces) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.3, §3.2, §5 | data/corrida0/relevo-usos-v1_0.tsv:RES-0203	ENVIPE 2025, TPer_Vic1 (misma tabla) — AP5_4_01 (Tránsito) · AP5_4_02 (Preventiva) · AP5_4_03 (Estatal) · AP5_4_05 (Ministerial/Judicial) · AP5_4_06 (MP y Fiscalías Estatales) · AP5_4_07 (FGR) · AP5_4_11 (Jueces) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.3, §3.2, §5	Distribución condicional de justicia-policía	edad (18–29·30–44·45–59·60+) y dominio (urbano/complemento urbano/rural), por institución	milpa/theta-esquema-e1-v1_0.yaml:justicia-policía; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENVIPE 2025, TPer_Vic1 (misma tabla) — AP5_4_01 (Tránsito) · AP5_4_02 (Preventiva) · AP5_4_03 (Estatal) · AP5_4_05 (Ministerial/Judicial) · AP5_4_06 (MP y Fiscalías Estatales) · AP5_4_07 (FGR) · AP5_4_11 (Jueces) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.3, §3.2, §5	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-34	RES-0204	condicional_theta	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	electoral-partidos	condicionales_confianza_institucional.electoral-partidos	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(formalidad,edad,dominio), por ítem	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENCUCI 2020, SEC_4_5 (21 519 filas, mismo join que educación en la primera ola) — AP5_2_5 (Partidos políticos) · AP5_3_6 (Senadores y diputados federales) · AP5_3_7 (Diputados locales) · AP5_3_8 (Instituto Nacional Electoral) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.4, §3.3, §5 | data/corrida0/relevo-usos-v1_0.tsv:RES-0204	ENCUCI 2020, SEC_4_5 (21 519 filas, mismo join que educación en la primera ola) — AP5_2_5 (Partidos políticos) · AP5_3_6 (Senadores y diputados federales) · AP5_3_7 (Diputados locales) · AP5_3_8 (Instituto Nacional Electoral) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.4, §3.3, §5	Distribución condicional de electoral-partidos	formalidad × edad (conjunto, 8 celdas) + dominio (marginal), por ítem	milpa/theta-esquema-e1-v1_0.yaml:electoral-partidos; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCUCI 2020, SEC_4_5 (21 519 filas, mismo join que educación en la primera ola) — AP5_2_5 (Partidos políticos) · AP5_3_6 (Senadores y diputados federales) · AP5_3_7 (Diputados locales) · AP5_3_8 (Instituto Nacional Electoral) — forense/notas/2026-08-03-cal-conf-faseb-medicion-ola2.md §1.4, §3.3, §5	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-35	RES-0205	condicional_theta	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	radio_confianza	condicionales_escalares.radio_confianza	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(formalidad,edad,dominio), por ítem	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENCUCI 2020, SEC_4_5, AP5_1_1 (mayoría de las personas) · AP5_1_2 (personas que conoce) · AP5_1_3 (vecinos de su colonia/localidad) -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.1, §3.1, §4 | data/corrida0/relevo-usos-v1_0.tsv:RES-0205	ENCUCI 2020, SEC_4_5, AP5_1_1 (mayoría de las personas) · AP5_1_2 (personas que conoce) · AP5_1_3 (vecinos de su colonia/localidad) -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.1, §3.1, §4	Distribución condicional de radio_confianza	formalidad × edad (conjunto, 8 celdas) + dominio (marginal), por ítem	milpa/theta-esquema-e1-v1_0.yaml:radio_confianza; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENCUCI 2020, SEC_4_5, AP5_1_1 (mayoría de las personas) · AP5_1_2 (personas que conoce) · AP5_1_3 (vecinos de su colonia/localidad) -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.1, §3.1, §4	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-36	RES-0206	condicional_theta	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	familismo_apoyo	condicionales_escalares.familismo_apoyo	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(formalidad,edad,urbanización), por ítem	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENIF 2024, TMODULO, P9.9 '¿con qué piensa cubrir su vejez?' -- seis ítems (p9_9_1..6); p9_9_4 ('dinero de familiares') es el que opera el constructo, los otros cinco son contexto del mismo menú -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.2, §3.2, §4 | data/corrida0/relevo-usos-v1_0.tsv:RES-0206	ENIF 2024, TMODULO, P9.9 '¿con qué piensa cubrir su vejez?' -- seis ítems (p9_9_1..6); p9_9_4 ('dinero de familiares') es el que opera el constructo, los otros cinco son contexto del mismo menú -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.2, §3.2, §4	Distribución condicional de familismo_apoyo	formalidad × edad (conjunto, 8 celdas) + tloc/urbanización (marginal), por ítem; NO se cruzan migración ni ingreso en este acto (declarado, §1.2 de la nota)	milpa/theta-esquema-e1-v1_0.yaml:familismo_apoyo; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENIF 2024, TMODULO, P9.9 '¿con qué piensa cubrir su vejez?' -- seis ítems (p9_9_1..6); p9_9_4 ('dinero de familiares') es el que opera el constructo, los otros cinco son contexto del mismo menú -- forense/notas/2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md §1.2, §3.2, §4	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-37	RES-0207	condicional_theta	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	confianza_institucional_generico_servidores_publicos	condicionales_escalares_confianza_generica.confianza_institucional_generico_servidores_publicos	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(edad,formalidad,sexo,escolaridad,estrato), por atributos	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | forense/notas/2026-08-18-cond-atrib-confianza-generico.md (ACTO COND-ATRIB, spec §1 congelada antes de correr, resultados §2, interpretación §3); ponderador FAC_P18, diseño EST_DIS/UPM_DIS, tests/svystat.py::diff_ultimate_cluster (sin modificar), un eje a la vez, nivel vs. resto del mismo eje | data/corrida0/relevo-usos-v1_0.tsv:RES-0207	Personas 18+ de ENCIG 2023 (ciudades de 100 000+ habitantes por diseño del instrumento) con P11_1_23 válido -- n=37845 (de 38966, excluidos código 5 'No aplica' n=20 y código 9 'No sabe' n=1101). No se reconcilia contra un marginal de otra fuente (A-bis regla 4).	Distribución condicional de confianza_institucional_generico_servidores_publicos	EJECUTADO, un eje a la vez -- Edad: 4/4 celdas distinguibles de cero al 95%, patrón en U (18-29 y 60+ por encima del resto, +4.4pp/+4.6pp; 30-44 y 45-59 por debajo, -4.7pp/-3.2pp). Formalidad (POS): 4/5 distinguibles (jornalero no, IC cruza cero pese a n=282); sin patrón ordenado por formalidad -- sin-pago más confiado (+15.7pp), patrón menos confiado (-6.6pp). Sexo: partición binaria, d_hat antisimétrico por construcción (Hombre -1.8pp, Mujer +1.8pp, ambos apenas distinguibles de cero) -- propiedad mecánica, no hallazgo de robustez. Escolaridad (NIV): solo Superior distinguible de cero (-2.5pp), Básica-o-menos y Media-superior-técnica no. Estrato (EST): 0/4 celdas distinguibles de cero -- sin patrón. Cuatro ejes canónicos de modelo §1.1.A declarados NO DISPONIBLES en ENCIG 2023, no forzados: urbanización/tamaño de localidad (universo restringido a ciudades 100 000+), ingreso, migración, acceso digital (ninguno localizado en las 6 tablas del instrumento).	milpa/theta-esquema-e1-v1_0.yaml:confianza_institucional_generico_servidores_publicos; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	forense/notas/2026-08-18-cond-atrib-confianza-generico.md (ACTO COND-ATRIB, spec §1 congelada antes de correr, resultados §2, interpretación §3); ponderador FAC_P18, diseño EST_DIS/UPM_DIS, tests/svystat.py::diff_ultimate_cluster (sin modificar), un eje a la vez, nivel vs. resto del mismo eje	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
AT-38	RES-0208	condicional_theta	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	exposicion_violencia	condicionales_escalares_exposicion_violencia.exposicion_violencia	milpa/src/theta.py:Theta.valor; correspondencia con generador por canon §2	Distribución del constructo ya medida en dominio declarado; no identifica respuesta causal de una conducta.	MEDIDO·PARCIAL(edad,dominio,formalidad,ESTRATO)	canon/integrador-psicologia-mexicano.md | canon/modelo-decision-v4_0.md | milpa/procedencia.yaml | ENVIPE 2025, TPer_Vic2 (91182 filas, universo persona seleccionada 18+, sin condicionar a RESUL_H, cero blancos), Sección VII -- núcleo AP7_3_10 (amenaza) · AP7_3_11 (agresión física con lesión) · AP7_3_12 (secuestro) · AP7_3_13 (agresión sexual) · AP7_3_14 (violación); condicional con AP7_3_09 (extorsión) reportada aparte, fuera del núcleo por su matiz patrimonial no resuelto -- forense/notas/2026-08-04-medicion-exposicion-violencia-envipe.md §2-6. | data/corrida0/relevo-usos-v1_0.tsv:RES-0208	ENVIPE 2025, TPer_Vic2 (91182 filas, universo persona seleccionada 18+, sin condicionar a RESUL_H, cero blancos), Sección VII -- núcleo AP7_3_10 (amenaza) · AP7_3_11 (agresión física con lesión) · AP7_3_12 (secuestro) · AP7_3_13 (agresión sexual) · AP7_3_14 (violación); condicional con AP7_3_09 (extorsión) reportada aparte, fuera del núcleo por su 	Distribución condicional de exposicion_violencia	edad (18-29 · 30-44 · 45-59 · 60+) × dominio (U/C/R), conjunto (12 celdas) + formalidad (AP3_8/AP3_10 vía join a TSDem, marginal, proxy rugoso de posición en la ocupación -- jornalero/empleado/cuenta propia/patrón/sin pago, NO verificación de registro formal ante seguridad social, mismo límite que TPer_Vic1) + ESTRATO de área (marginal, no ingreso individual). Acceso digital y migración NO DISPONIBLES en este instrumento (mismo límite que TPer_Vic1).	milpa/theta-esquema-e1-v1_0.yaml:exposicion_violencia; no inferir enlace causal	Distribución θ(x) cargable para celdas autorizadas; causalidad separada	SIN-VARIACIÓN-CONOCIDA-EN-UNIVERSO-REVISADO	No preregistrable sin fuente primaria de asignación	ENVIPE 2025, TPer_Vic2 (91182 filas, universo persona seleccionada 18+, sin condicionar a RESUL_H, cero blancos), Sección VII -- núcleo AP7_3_10 (amenaza) · AP7_3_11 (agresión física con lesión) · AP7_3_12 (secuestro) · AP7_3_13 (agresión sexual) · AP7_3_14 (violación); condicional con AP7_3_09 (extorsión) reportada aparte, fuera del núcleo por su matiz patrimonial no resuelto -- forense/notas/2026-08-04-medicion-exposicion-violencia-envipe.md §2-6.	No abrir reserva:*; disponibilidad de microdato por confirmar	Comparabilidad del reactivo y soporte de celdas; no implica identificación causal	Confusión estructural y selección	Contraste pretratamiento/placebo adecuado a una asignación todavía no localizada	MEDICION-PARCIAL-SIN-CARGA-E1	Cruzar esquema E1 y consumidor real; medir sólo celdas con soporte y decisión de adopción
