relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	objeto_modelo_origen	objetos_modelo_permitidos	universo_declarado	universo_adquirido	universo_inspeccionado	universo_semantico	universo_productivo	estado_evidencia	adjudicacion_semantica	capacidad_productiva	clasificacion_relacion_legacy	estado_productivo_legacy	activo_id_vinculado	reporte_inspeccion_ref	regla_derivacion	reserva	destino_procesamiento
REL-32afb54be292bc8e3070dfca	N9	ENVIPE	OE-d4dae09f023ab8dbde44755a	G4.confianza_institucional	G4.confianza_institucional	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-32c63460cc5fdb1efa3baafb	N17	UCDP	OE-a5da0f60c9d5c1b004733268	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-32d05d4dc466d048e2961f7b	N27	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-0bea3b72312f9c70ef4cd391	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-34b342f4b79071b6286f2cab	N28	SICS	OE-8956933de168361a2512c945	R8.1	R8.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-350211bc943be8bae0c8eea2	N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	R10.2	R10.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-36cde7fa0d470608a94ddb1e	N5	ENFIH	OE-ee2008967035d534126bbcb0	G3.horizonte_temporal	G3.horizonte_temporal	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-374d073941162109bb37265b	N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	R7.1	R7.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-382a1f202f13e8134f376a00	N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	R7.3	R7.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-3b746c49c7c051083df6ee81	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	G2.sens_estatus	G2.sens_estatus	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-3d47f2e740a4b56741e9c6e2	N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-3d6a985a8dafc13fdbd39e4a	N5	WVS	OE-3e9b3749b85eec5a7a570417	G3.horizonte_temporal	G3.horizonte_temporal	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-3e153324c7506ed0e35a7a70	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	R2.1	R2.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-3e169667f97f8fd79eb60519	N14	ENSAFI	OE-dff892093b2ffd61e32c03f3	G5.radio_confianza	G5.radio_confianza	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-a5b1ba06474f0809ac967843	RINS-e6b455f723e30e199e5ab6b6	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-4123a71317ee01a55404f43f	N4	ENASIC	OE-1c70ead5028c06104fac398b	G2.aversion_riesgo	G2.aversion_riesgo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-5c3ec815e501b415d50abbea	RINS-35672cd7db9077ed5fb2b878	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-435541bba7684694085356c2	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-4360d0a91e5f8be30916c2b9	N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	R8.3	R8.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-442cd065de98fdb5e3df2b95	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	R10.2	R10.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-45672e7d7c5ac7c69edaede4	N6	ENFIH	OE-bbf838f18125cdb07027ae39	G3.aversion_riesgo	G3.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-4773e33ebd7e704a595bbf07	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	G3.horizonte_temporal	G3.horizonte_temporal	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-478c989935311d75d50f9738	N17	ACLED	OE-fb51f080791a1ff581d30382	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	NO_ACCESIBLE	CANDIDATA	SIN_RUTA_VIABLE_ACTUAL	NO_ACCESIBLE	BLOQUEADA_ACCESO	NO_DETERMINADO	NO_DETERMINADO	legacy NO_ACCESIBLE preservado;acceso bloqueado explícitamente; no se convierte en negativa	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	BLOQUEO_ACCESO_PRESERVADO
REL-48285fd8e0a22a38147245ed	N17	CSES	OE-a85c21b316ca56fe487c9e96	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-4945113fd8870341191221b6	N26	INE	OE-6487bac05f4bf89b84d72e68	R7.3	R7.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-4a609c6633a4bafac14a6930	N12	ENBIARE	OE-d6e6a5ca635618c4404ea4e8	G5.familismo_apoyo	G5.familismo_apoyo	SI	SI	SI	SI	SI	MAPEADO_COMPLETO	CONFIRMADA	MEDIBLE_AHORA	CONFIRMADA	MEDICION_DISPONIBLE_NO_PARAMETRO	ACT-d5ee9064d4de2745a5deb1ed	RINS-8472734a5e7b98bfd8dec6b5	confirmada legacy con procedencia aceptada;medición descriptiva posible; parametrización sigue separada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-4b4d25bbe2c702aed1884440	N18	ENOE	OE-50dfcbc516e7e4a51facda49	tramite.evasion_norma	tramite.evasion_norma	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-4eb55382fdbfdf5d84b1382f	N4	ENBIARE	OE-39d2eb9994c3ef05c686095e	G2.aversion_riesgo	G2.aversion_riesgo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-d5ee9064d4de2745a5deb1ed	RINS-8472734a5e7b98bfd8dec6b5	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-4fd0d54316a62b4b5c7a0048	N2	GPS	OE-8a46899fd75017e0dac7eacf	G1.radio_confianza	G1.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-50587b531135ee1273f3f44e	N10	ENBIARE	OE-62009c20a223203d160baf5c	G4.horizonte_temporal	G4.horizonte_temporal	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-50e6d069fd121a8a7cd64fc5	N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	G5.radio_confianza	G5.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-51392f82de7f4c77d1bb75c1	N14	ENBIARE	OE-13d0bcd20755243644c9b7bd	G5.radio_confianza	G5.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-523fe941f36eef5710d093ee	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	R10.3	R10.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-54217cb006dcd63c00de2f24	N12	ENASIC	OE-82958b4ad8a4e7868f03f34f	G5.familismo_apoyo	G5.familismo_apoyo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-5c3ec815e501b415d50abbea	RINS-35672cd7db9077ed5fb2b878	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-5741e12ce3e0a0e076ee48fc	N14	ENBIARE	OE-727e5843ca70dc0b203846f3	G5.radio_confianza	G5.radio_confianza	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	CONFIRMADA	REQUIERE_DECISION	CONFIRMADA	MEDICION_PROVISIONAL	ACT-d5ee9064d4de2745a5deb1ed	RINS-8472734a5e7b98bfd8dec6b5	confirmada legacy con procedencia aceptada;decisión humana vinculada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-57df012cdba3e281563c1068	N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	G6.deferencia	G6.deferencia	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-5b73940bf28cdfa8c4caa7d5	N20	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	OE-2aa0aac685e80f6846255f0b	civico.denuncia.con_seguro	civico.denuncia.con_seguro	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-5be4c9788e94fa83d2a54169	N27	UCDP	OE-731258e4893eb93fe1dc0bb6	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-5ee19fb43305764ee7b2bde3	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-5fc50aa3d056d5b63f4e18df	N30	OECD	OE-df63ef5db172cb09effde66c	R8.3	R8.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-60e9df4e4ea6f51ca6e4ddc0	N8	ENCIG	OE-819aa50dad79d83364ba8f0f	G4.exposicion_violencia	G4.exposicion_violencia	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-62c97ccb92d0e95c8120d776	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	R8.1	R8.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-63835b1a27c62356495d6104	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	R8.2	R8.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-641a2435b0e68b2049b73d72	N4	ENSAFI	OE-831d392846e0f6e74f60c0b6	G2.aversion_riesgo	G2.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-655887a6745e8a139387cc90	N4	GPS	OE-beccef6f2f8cbed3a574285d	G2.aversion_riesgo	G2.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6b52ae9ea4b72a9f27f01260	N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	G5.familismo_obligacion	G5.familismo_obligacion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6b71873b3adacde57117ad99	N3	ISSP	OE-9de1114d76ce882ed34bf8e8	G2.sens_estatus	G2.sens_estatus	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6c15fdac77dea33175ef25c5	N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6c97fe0c5cb528557054a838	N3	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	OE-0b4087e3279cfa0fe5c27919	G2.sens_estatus	G2.sens_estatus	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6cd9055fa1486b7f8c8c5efa	N5	FABLE	OE-ac614a08b177265f004c266d	G3.horizonte_temporal	G3.horizonte_temporal	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6e785044dd97d2658a495bb2	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
