cola_id	capa	entidad_id	relacion_id	tipo_trabajo	semantic_run_id	estado_ejecucion	reporte_ejecucion_ref	intentos_reales	objetos_abiertos	siguiente_accion_original	siguiente_accion	siguiente_accion_tipificada	input_requerido	input_requerido_original	criterio_cierre	prioridad_operativa	reserva	reserva_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original
CRES-4311f5cbdef36e4407de9fd7	UNIVERSO_SEMANTICO	REL-ddc381f55d9879a6629a14d4	REL-ddc381f55d9879a6629a14d4	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3831d4c2a43ceb1cb3ec2f12.json	2	2	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-ddc381f55d9879a6629a14d4 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16	MAIN:data/mapa-ext-general-2026-08-06.tsv
CRES-46a5915ffe4af8f3811d435e	UNIVERSO_SEMANTICO	REL-ed3674d93fbcd45914630569	REL-ed3674d93fbcd45914630569	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7903598fa491f55ba986b18a.json	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-ed3674d93fbcd45914630569 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	MAIN:canon/estado-programa-v1_10.md
CRES-47a7c78ecd68474a8615ae4e	UNIVERSO_SEMANTICO	REL-60e9df4e4ea6f51ca6e4ddc0	REL-60e9df4e4ea6f51ca6e4ddc0	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5dd856c07993ba83027a0a02.json	0	7	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-60e9df4e4ea6f51ca6e4ddc0 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md
CRES-498790a6717c69a0f56a7232	UNIVERSO_SEMANTICO	REL-6c15fdac77dea33175ef25c5	REL-6c15fdac77dea33175ef25c5	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	REQUIERE_DECISION_HUMANA	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c0927d0bea2dd6d259ba948c.json	0	1	Solicitar acceso puntual a la base y codebook; verificar fecha, actor, demanda, respuesta y geografía.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.	Verificar el localizador exacto ya declarado de REL-6c15fdac77dea33175ef25c5 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27
CRES-4b38340fbdef5385ec921d71	UNIVERSO_SEMANTICO	REL-7a38c275915e890903752598	REL-7a38c275915e890903752598	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1fc6d358ccb7f33668a1e983.json	0	1	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-7a38c275915e890903752598 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135
CRES-4ca5f2ff2ec66b2352b7a7e7	UNIVERSO_SEMANTICO	REL-1d9d402e2e1aa77c9c01cb5f	REL-1d9d402e2e1aa77c9c01cb5f	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-966292f4d0a0889ec766cfed.json	0	1	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-1d9d402e2e1aa77c9c01cb5f con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11
CRES-4dd1349468fe1511cc83727e	UNIVERSO_SEMANTICO	REL-382a1f202f13e8134f376a00	REL-382a1f202f13e8134f376a00	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fcc268997e86adb82f932976.json	2	2	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-382a1f202f13e8134f376a00 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16	MAIN:data/mapa-ext-general-2026-08-06.tsv
CRES-4e613028841f5736bbab3def	UNIVERSO_SEMANTICO	REL-c0ffdbcc616f342880df820a	REL-c0ffdbcc616f342880df820a	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	NO_ALCANZO_TRAS_INTENTOS	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3c87404291e3fd010df2fa91.json	2	1	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	Verificar el localizador exacto ya declarado de REL-c0ffdbcc616f342880df820a con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7
CRES-4f8fc508829a2cb448471276	UNIVERSO_SEMANTICO	REL-45672e7d7c5ac7c69edaede4	REL-45672e7d7c5ac7c69edaede4	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5387b712908d44e17c1ed68d.json	0	6	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-45672e7d7c5ac7c69edaede4 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L10;MAIN:data/mapa-ext-general-2026-08-06.tsv	MAIN:data/abrir4-variables-2026-08-08.tsv
CRES-53f4656dae7d91d7157920e6	UNIVERSO_SEMANTICO	REL-c6870668d94d02dded8c4126	REL-c6870668d94d02dded8c4126	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-62eecdbd86a466771ad58b2e.json	0	5	Abrir instrumento, ficha muestral y resultados CCPV; verificar cobertura geográfica y réplica del estimando original.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-c6870668d94d02dded8c4126 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md;MAIN:corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md	MAIN:forense/hitoE-campana-medicion-v2_0.md
CRES-5a09c17af424dbfc366e6661	UNIVERSO_SEMANTICO	REL-12b348704acbcdd4b811185b	REL-12b348704acbcdd4b811185b	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-da41c3d453efb5fd12e8571e.json	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-12b348704acbcdd4b811185b con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L2;MAIN:forense/encargos/2026-08-07-abrir-4.md;MAIN:forense/hitoE-campana-medicion-v2_0.md	MAIN:data/abrir4-variables-2026-08-08.tsv
CRES-5a7bbb625bfd9a3453f8f3a6	UNIVERSO_SEMANTICO	REL-8b8dd24f3edbc5fd0b11d4a4	REL-8b8dd24f3edbc5fd0b11d4a4	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e6713155b4e615bd21e9e286.json	0	1	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-8b8dd24f3edbc5fd0b11d4a4 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39
CRES-5beaec30a89b85a3cdf7bb42	UNIVERSO_SEMANTICO	REL-87b4ab08a7e1b65f965ffb88	REL-87b4ab08a7e1b65f965ffb88	ANALISIS_MEDICION	SEMRUN-354ccb9dc1023a0bd420d48f	BLOQUEADA_INPUT_FALTANTE	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-498db14e3698b86d3b8fd854.json	0	2	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	No existe especificación ejecutable: faltan estimando,poblacion,unidad,variables,codificacion,ponderacion,diseno,transformacion,incertidumbre	Definir especificación completa antes de calcular sobre la evidencia abierta de REL-87b4ab08a7e1b65f965ffb88.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Resultado reproducible o NO_DETERMINADO por campo material faltante.	P2_ADQUIRIDO_ABIERTO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L3	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv
CRES-5c293cd8c4d482f29ec12fda	UNIVERSO_SEMANTICO	REL-a750d90d3d9e1e19938fa8c4	REL-a750d90d3d9e1e19938fa8c4	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1aef57dff356cf0c7dabff27.json	0	7	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-a750d90d3d9e1e19938fa8c4 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md
CRES-5c5e63e6c3b3a93120a40ecf	UNIVERSO_SEMANTICO	REL-dc5971db0730ed2876fdb5b3	REL-dc5971db0730ed2876fdb5b3	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ea41fbae11a4da76ce899f9e.json	2	1	Abrir codebook.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-dc5971db0730ed2876fdb5b3 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13
CRES-5caa9cf7af8421a13ac1cc8f	UNIVERSO_SEMANTICO	REL-0a4bbf31b54c5ce3565ba753	REL-0a4bbf31b54c5ce3565ba753	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9e0b4d107a72775a16bde39e.json	0	1	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-0a4bbf31b54c5ce3565ba753 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112
CRES-5cbcd9c2eb212c48fd75ee07	UNIVERSO_SEMANTICO	REL-de059d547843c8fefa01197a	REL-de059d547843c8fefa01197a	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-617cb6705a958cc442a7ba1a.json	0	4	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-de059d547843c8fefa01197a con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26
CRES-5e354fe6106faead9bb84ae2	UNIVERSO_SEMANTICO	REL-d630dc1ea394364e53631401	REL-d630dc1ea394364e53631401	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9ed8411365fe2fb663697000.json	0	1	Obtener codebook.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-d630dc1ea394364e53631401 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9
CRES-5ebd71b9e17a52301e40b90e	UNIVERSO_SEMANTICO	REL-36cde7fa0d470608a94ddb1e	REL-36cde7fa0d470608a94ddb1e	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-eaf45b63f4e1169d529f7a60.json	0	7	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-36cde7fa0d470608a94ddb1e con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:data/abrir4-variables-2026-08-08.tsv
CRES-608e498bbf329c2542e5e6c7	UNIVERSO_SEMANTICO	REL-235427b4ebd4727b5ccdeb98	REL-235427b4ebd4727b5ccdeb98	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-a88af75184a988d7f4957617.json	0	4	Identificar un estudio concreto ya indexado, abrir protocolo/datos y verificar umbral, asignación y outcome electoral.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-235427b4ebd4727b5ccdeb98 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	MAIN:canon/glosario-v5_6.md
CRES-6426802124bd95fcadef6127	UNIVERSO_SEMANTICO	REL-0692b43ca9c2f7bb608a2858	REL-0692b43ca9c2f7bb608a2858	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-afeca52f8a8a6ec250bd1a74.json	0	4	Abrir índice/codebook del paquete y verificar nivel municipal, años y tipo de elección; mantener separado efecto experimental de serie municipal.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-0692b43ca9c2f7bb608a2858 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv
