relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	fuente_nombre	tipo_fuente	id_manifiesto	sha256_fuente	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
REL-235427b4ebd4727b5ccdeb98	N26	REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	OE-2b73e90cfd63a421f32db102	Repositorios UNAM/COLMEX/ITAM	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Los 4 documentos citados dan 0 menciones de repositorio, COLMEX, ITAM, Dataverse o ICPSR; no hay estudio concreto ni payload identificado para el efecto electoral alrededor del umbral.
REL-24f384a417a2151e1245fc59	N14	ENFIH	OE-2964c990369bf5a4d703494c	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L14	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 838 variables; terminos confianza/confia = 0 -- ENFIH no trae ningun reactivo de confianza pese a cubrir conducta financiera extensa (ahorro, credito, deuda, seguros, remesas) en 16 tablas, 2026-08-08
REL-266bee2fbe5407b7fb6975a7	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f649c924fc01b9473539639c	World Bank Enterprise Survey Mexico 2023	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	MAPEADO-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36	MAPEADO-NO-SATISFACE	ALTA	NO	Escala/diseño/universo:
REL-2a1cc2aeaa3a0d0f5e1e49d2	N27	UCDP	OE-12db61ac071539c534e80fed	UCDP Georeferenced Event Dataset	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-2adcd6ed4c07f8e62b647f1d	N10	ENFIH	OE-6612a8e9ebcfd24252267f55	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L11	'9.3 ¿Usted tiene depositos a plazo fijo (solo puede retirar dinero en determinadas fechas)?'	ALTA	NO	Escala/diseño/universo: binario Si/No, tenencia de producto; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 6 coincidencias de 'plazo' (una sola bateria: deposito a plazo fijo); futuro/planear/planeacion = 0. Le falta: es tenencia de un producto de ahorro con plazo fijo, no una disposicion de horizonte temporal ni una expectativa; y aunque lo fuera, no hay desenlace de G4 co-observable en este instrumento, 2026-08-08
REL-2d35060cfdd2db498089f7c9	N3	ENASIC	OE-1c70ead5028c06104fac398b	ENASIC 2022	FUENTE_DATOS	enasic2022_fd_xlsx	33c692e05bd7dbafb801a1594a819c7be0e7cf5c25822c66ea458dc9fe9c1370	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L16	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables extraidas de las 6 hojas (TVIVIENDA,THOGAR,TCSDemPO,TPOB_CUI,THOG_UNIP,TPER_ELE) de enasic_2022_fd.xlsx via openpyxl; terminos estatus/apariencia/comparar/vecinos/marca = 0, 2026-08-08
REL-2d58abfc1b418484af3f2f7d	N17	ENFIH	OE-fa212ce30e2252b97058dc83	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Ninguna de las 6 lineas del bloque ENFIH citado (abrir4-variables L9-L14) trata adopcion o rechazo digital, utilidad ni coercion; no hay linea para N17 en ese bloque.
REL-2dcacf02f67355e96eac10d7	N21	HOMESCAN_CONSUMER_PANEL_SERVICES	OE-2e8cc214b36ef7093c5c582b	Homescan / Consumer Panel Services	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L31	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:
REL-2eef8210b247afc4541e0307	N13	ENSAFI	OE-e7969017eea0c50fe8d10a7e	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L6	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos obligacion/cuidar/cuidado = 0, 2026-08-08
REL-2fab7f66a0e6963788542b3a	N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-2fbf749b083e578d4462b842	N14	FINANZAS	OE-8b29fa956cf1685100bd55ee	finanzas	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Ninguno de los 4 documentos citados nombra FINANZAS como instrumento ni fija el objeto compuesto (gradiente de confianza con dificultad financiera coobservada); ese objeto existe pero para ENCUCI/ENIF, no para una fuente llamada FINANZAS.
REL-32afb54be292bc8e3070dfca	N9	ENVIPE	OE-d4dae09f023ab8dbde44755a	Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. forense/matriz-impacto-universal-2026-08-06.md:82 solo nombra BP1_23, que pertenece a exposicion_violencia; ningun reactivo de confianza en instituciones de justicia queda fijado ahi, y la fila no declara variable propia.
REL-32c63460cc5fdb1efa3baafb	N17	UCDP	OE-a5da0f60c9d5c1b004733268	UCDP Georeferenced Event Dataset	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	MAPEADO-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37	MAPEADO-NO-SATISFACE	ALTA	NO	Escala/diseño/universo:
REL-32d05d4dc466d048e2961f7b	N27	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-0bea3b72312f9c70ef4cd391	Mass Mobilization Data Project, eventos Mexico	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:
REL-34b342f4b79071b6286f2cab	N28	SICS	OE-8956933de168361a2512c945	Sistema de Información de la Contraloría Social (SICS)	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		NEGATIVA	CURADURIA_SEMANTICA_MULTI2	MAIN:forense/notas/2026-08-08-verif3.md:L195	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	MEDIA	NO	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
REL-350211bc943be8bae0c8eea2	N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	Mexico Enterprise Surveys, componente panel candidato 2006-2010	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo:
REL-36cde7fa0d470608a94ddb1e	N5	ENFIH	OE-ee2008967035d534126bbcb0	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. El bloque ENFIH citado declara, en su columna es_panel y para las 6 lineas, que no hay diseno panel ni archivos por ola; N5 pide diseno longitudinal o experimental, que ese bloque niega.
REL-374d073941162109bb37265b	N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	Electoral precinct-level database for Mexican municipal elections	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L21	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:
REL-382a1f202f13e8134f376a00	N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	Mexico Panel Study 2012	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-3b746c49c7c051083df6ee81	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	Reactivo explícito de sensibilidad de estatus coobservado con consumo mediado por crédito.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-3d47f2e740a4b56741e9c6e2	N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	GDELT 2.0	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-3d6a985a8dafc13fdbd39e4a	N5	WVS	OE-3e9b3749b85eec5a7a570417	World Values Survey	FUENTE_DATOS	f00006635_wvs7_questionnaire_mexico_2018_spanish	d84607c68d30985f537a18048c5c903b2f5b73e57420f37689ab67758bac387d	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-3e153324c7506ed0e35a7a70	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	World Bank Enterprise Survey Mexico 2023	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-3e169667f97f8fd79eb60519	N14	ENSAFI	OE-dff892093b2ffd61e32c03f3	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	[SIN TEXTO -- mismo caso; nombre de columna derivada sugiere 'confianza financiera', sin pregunta documentada]	ALTA	NO	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos confianza/confia = 0 en preguntas P-numeradas (ninguna trae la palabra en su codigo); CONF_FINAN hallado por lectura manual. Es el candidato que el propio encargo senala como mas prometedor de este acto -- el hallazgo confirma que la columna EXISTE con valores reales, pero sellar EXISTE-SATISFACE exigiria el texto de la pregunta que este corpus no tiene, 2026-08-08
REL-4123a71317ee01a55404f43f	N4	ENASIC	OE-1c70ead5028c06104fac398b	ENASIC 2022	FUENTE_DATOS	enasic2022_fd_xlsx	33c692e05bd7dbafb801a1594a819c7be0e7cf5c25822c66ea458dc9fe9c1370	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L17	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables; riesgo/arriesg/perdida/certidumbre = 0; 'perder' 1 coincidencia irrelevante (perder contacto con hijos tras separacion de pareja, P9_25_5); 'seguro' 3 coincidencias, las 3 son nombres de programa/afiliacion (Seguro de Vida para Jefas de Familia, Seguro Social IMSS, Seguro Popular) sin contenido de riesgo/actitud, 2026-08-08
REL-435541bba7684694085356c2	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	Mass Mobilization Protest Data	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-4360d0a91e5f8be30916c2b9	N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	Latinobarómetro	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L11	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-442cd065de98fdb5e3df2b95	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	World Bank Enterprise Survey Mexico 2023	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	MAPEADO-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36	MAPEADO-NO-SATISFACE	ALTA	NO	Escala/diseño/universo:
REL-45672e7d7c5ac7c69edaede4	N6	ENFIH	OE-bbf838f18125cdb07027ae39	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L10;MAIN:data/mapa-ext-general-2026-08-06.tsv	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. La fila cita el bloque L9-L14 sin nombrar variable, asi que no hay objeto citado que verificar; abrir4-variables:L10 documenta P9_12_1..6 como tenencia de producto de seguro, no disposicion actitudinal al riesgo. DIVERGENCIA DECLARADA (redactada por ACTO C, 2026-08-14, que retracta la version de ENLACE-2): REL-ba510588463c8ab0539acf46 comparte necesidad, fuente y linea de referencia (abrir4-variables L10) y cierra en SI. ENLACE-2 dijo que lo unico que las separa es como quedo escrita la cita -- SOBREDICHO. Tambien difieren en tipo_evidencia (INSTRUMENTO_LOCAL_PARCIAL vs EVIDENCIA_ACEPTADA_PREVIA) y en donde vive la afirmacion del par constructo-desenlace. Lo que sostiene el veredicto distinto es concreto y se mantiene: la cita de la gemela fija :L10 y resuelve a un objeto nombrado (P9_12_1..6); esta cita da el rango L9-L14 sin nombrar variable, y su propio texto_evidencia declina demostrar el par para esta clave. No se pinea la cita: fabricaria un objeto que este registro deliberadamente no nombra. Queda para quien retome clasificacion_relacion.
REL-4773e33ebd7e704a595bbf07	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	Encuesta Nacional sobre Niveles de Vida de los Hogares (ENNViH) / Mexican Family Life Survey	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. forense/matriz-impacto-universal-2026-08-06.md:81 declara el estado MECANISMO-NO-EJECUTADO para G3 horizonte_temporal: ENNViH/MxFLS es ruta candidata, sin reactivo ni llave panel identificados.
REL-478c989935311d75d50f9738	N17	ACLED	OE-fb51f080791a1ff581d30382	ACLED / Humanitarian Data Exchange — demonstration events México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L34	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:
REL-48285fd8e0a22a38147245ed	N17	CSES	OE-a85c21b316ca56fe487c9e96	CSES Module 5 México 2018	FUENTE_DATOS	cses5_modulo5_2016_2021_cuestionario	d4deba9a038639871db1625158ef437fe476a3f8b2a0edc5a8041347528abc6c	SI	SI	EXISTE;COINCIDE;INTEGRO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	MEDIA	NO	"Escala/diseño/universo: Caveat (ACTO ENLACE-1): el manifiesto declara cobertura de Mexico ""NO verificada en esta sesion"" para el CSV pooled de CSES Modulo 5 -- verificacion pendiente, no ausencia confirmada. Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S4. Anomalia de catalogo N17: necesidad-objeto-modelo.tsv define N17 como tramite.gobierno_digital, incoherente con el conjunto real de fuentes que sirven N17 en relaciones.tsv. Correspondencia fuente-manifiesto de esta fila es solida por si sola (URL/DOI); la anomalia es asunto de quien mantenga el catalogo de necesidades. Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S4."
REL-4945113fd8870341191221b6	N26	INE	OE-6487bac05f4bf89b84d72e68	Instituto Nacional Electoral	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-4a609c6633a4bafac14a6930	N12	ENBIARE	OE-d6e6a5ca635618c4404ea4e8	ENBIARE 2021	FUENTE_DATOS	enbiare2021_fd_pdf	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-SATISFACE	CONFIRMADA	APERTURA_EXPLICITA_SATISFACE	MAIN:data/abrir4-variables-2026-08-08.tsv:L26	'B2. En caso de que se le presente una urgencia o necesidad, ¿considera usted que siempre contara con la ayuda de personas de su familia?' (codigos: 1=Si, 2=No, 3=No tiene familia)	ALTA	NO	Escala/diseño/universo: categorica (Si/No/No tiene familia); NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 'apoyo' 1 coincidencia literal (titulo de apartado); PB2_1/PB2_2 hallados por lectura dirigida del Apartado B (Confianza y Redes de Apoyo, L611-708) tras localizar la seccion via 'confianza'. Es expectativa de recibir apoyo familiar en una urgencia -- disposicion/percepcion general, no acotada a un dominio especifico como los candidatos de ENFIH/ENASIC; PB2_2 (misma pregunta para amistades no familiares) permite ademas contrastar familismo vs. red
REL-4b4d25bbe2c702aed1884440	N18	ENOE	OE-50dfcbc516e7e4a51facda49	Encuesta Nacional de Ocupación y Empleo (ENOE) / ENOE Nueva Edición	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. canon/modelo-decision-v4_0.md:414 declara que ningun cuestionario de ENOE/ENOEN trae conducta financiera y que la premisa muere a nivel de reactivo; N18 pide evasion por sancion creible x utilidad percibida.
