necesidad_id	fuente_id_canonico	fuente_nombre	tipo_fuente	objeto_evidencia_id	id_manifiesto	sha256	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota	motivo_rechazo
N25			FUENTE_DATOS	OE-18a14a00e1fc20707b8d504f			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-oficial-2026-08-06.tsv:L11	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N25			FUENTE_DATOS	OE-31a9ef7aafd9ea4ee5db1388			SI	NO_REFERENCIADO	NO_REFERENCIADO	DUPLICADA-DE-FUENTE-CONOCIDA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-oficial-2026-08-06.tsv:L16	DUPLICADA-DE-FUENTE-CONOCIDA	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N25			FUENTE_DATOS	OE-90998f1d1194a6fa574ea922			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-oficial-2026-08-06.tsv:L10	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N25			FUENTE_DATOS	OE-caf44daf7356f2522ee35f31			SI	NO_REFERENCIADO	NO_REFERENCIADO	ABIERTO-SIN-MAPEO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-oficial-2026-08-06.tsv:L9	ABIERTO-SIN-MAPEO	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N25			FUENTE_DATOS	OE-fd0478cf297cfc3e91382afc			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-oficial-2026-08-06.tsv:L15	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N25	SI	si	FUENTE_CANDIDATA	OE-3785dfaca6a5b452cc6c53de			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Serie municipal pareada por tipo de elección.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N26			FUENTE_DATOS	OE-a76c4d342e894941357de325	r7_3_pub_beneficiarios_bienestar_csv	89e46568abd3b17d110ae5b772fb80b5fde47669ce2e12020e8e877f270883bd	SI	SI	EXISTE;COINCIDE;NO_EVALUADO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/verif3-variables-2026-08-08.tsv:L3	Archivo R7.3_PUB_Bienestar/padron_unico_bienestar.csv, 748/748 filas leidas completas con csv.DictReader. Terminos buscados como encabezado de columna: folio,nombre,municipio,seccion,localidad,lat,lon,curp,direccion — ninguno presente en las 14 columnas reales. Fecha de apertura: 2026-08-08.	ALTA	NO	Escala/diseño/universo: Archivo R7.3_PUB_Bienestar/padron_unico_bienestar.csv, 748/748 filas leidas completas con csv.DictReader. Terminos buscados como encabezado de columna: folio,nombre,municipio,seccion,localidad,lat,lon,curp,direccion — ninguno presente en las 14 columnas reales. Fecha de apertura: 2026-08-08.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N26	SI	si	FUENTE_CANDIDATA	OE-9aec6912aec1e5dc85a31d3c			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-0687bed5389fa3d39a6a49cb			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L5	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-1985130f3929a8f2514992cf	r7_4_r7_5_acled_hdx_demonstration_events	376bdf04ca9c319950ede74c1711c9f8f3c55df52d3ef45afd07175bd157e8f6	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/verif3-variables-2026-08-08.tsv:L2	Archivo R7.4_R7.5_ACLED_HDX/mexico_demonstration_events_by_month-year.xlsx, ambas hojas leidas integras con openpyxl (TOU A1:D9, Data A1:D104). Terminos buscados como encabezado de columna: admin1,admin2,estado,municipio,rural,urbano,lat,lon,coordenadas,actor,tipo_evento — ninguno presente; los 4 encabezados reales son exactamente Country,Month,Year,Events. Fecha de apertura: 2026-08-08.	ALTA	NO	Escala/diseño/universo: Archivo R7.4_R7.5_ACLED_HDX/mexico_demonstration_events_by_month-year.xlsx, ambas hojas leidas integras con openpyxl (TOU A1:D9, Data A1:D104). Terminos buscados como encabezado de columna: admin1,admin2,estado,municipio,rural,urbano,lat,lon,coordenadas,actor,tipo_evento — ninguno presente; los 4 encabezados reales son exactamente Country,Month,Year,Events. Fecha de apertura: 2026-08-08.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-621eae32fb0c20461e4a35ff			SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L18	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-a30fc4e31ed7e0f69cea2f19			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L3	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-c335e330b9a0754417f18954			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L4	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-e5912616fd827a2345562862			SI	NO_REFERENCIADO	NO_REFERENCIADO	ABIERTO-SIN-MAPEO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L19	ABIERTO-SIN-MAPEO	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27			FUENTE_DATOS	OE-e8089d1d2448b91b27b0ae6c			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27	ESPEJO	espejo	FUENTE_CANDIDATA	OE-57ef496f49fda2fb25ad728e			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27	RELIGIOSIDAD_Y_PSICOLOGIA_DEL_MEXICANO_CONTEMPORANEO_MORAL_AFRON	Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	FUENTE_CANDIDATA	OE-69a36b9e3713a885a02ccb3f			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N27	SI	si	FUENTE_CANDIDATA	OE-51a329c359d5238a1a6cc6c0			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N28			FUENTE_DATOS	OE-95c647574d7fb82eccd2807a	r8_1_contraloria_social_2019_2025_csv	3b5a77751a8cdd52405b5145a7596047c48bfdee3967c753171f8598deb2a1d3	SI	SI	EXISTE;COINCIDE;NO_EVALUADO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/verif3-variables-2026-08-08.tsv:L4	"Archivo R8.1_contraloria_social/contraloria_social_2019_2025.csv, 520 bytes, archivo completo (8/8 filas) leido con cat + csv — confirmado ASCII CSV integro (file(1): ""CSV ASCII text""), NO es cascara/error de descarga (NO OBTENIDO no aplica). Terminos buscados como encabezado de columna: sancion,monitoreo,comite_id,folio_comite,id_comite — ninguno presente en las 9 columnas reales. Fecha de apertura: 2026-08-08."	ALTA	NO	"Escala/diseño/universo: Archivo R8.1_contraloria_social/contraloria_social_2019_2025.csv, 520 bytes, archivo completo (8/8 filas) leido con cat + csv — confirmado ASCII CSV integro (file(1): ""CSV ASCII text""), NO es cascara/error de descarga (NO OBTENIDO no aplica). Terminos buscados como encabezado de columna: sancion,monitoreo,comite_id,folio_comite,id_comite — ninguno presente en las 9 columnas reales. Fecha de apertura: 2026-08-08."	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N28	ESPEJO	espejo	FUENTE_CANDIDATA	OE-2abbe7c20309286858bd2988			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-ext-general-2026-08-06.tsv	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N29			FUENTE_DATOS	OE-7b2f98236f38e5f35fc69d84			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L7	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N29			FUENTE_DATOS	OE-b0d86c6fd3296e4348dea266			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L6	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	MEDIA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N29	SI	si	FUENTE_CANDIDATA	OE-863b74dc5d9a1a00e43f22e4			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N30	SI	si	FUENTE_CANDIDATA	OE-4de9d17305eaaa91948fd00d			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Disposición a transar con desconocidos por nivel de enforcement.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N31	SI	si	FUENTE_CANDIDATA	OE-e7bc536cb2451640bd7856ea			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md;MAIN:corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md	Replicación fuera de muestra universitaria del hallazgo de Tlaxcala.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N32			FUENTE_DATOS	OE-354ccf4909847ea95038c5e5			SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L15	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N32			FUENTE_DATOS	OE-885dda216a3ec4ae42e836dd	r2_1_ecco_reporte_se_2023	ec47822d2a7b08327eebc70d4cb9bb1da947b04ca565c55768958b1243b866ea	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/verif3-variables-2026-08-08.tsv:L5	"Archivo R2.1_ECCO/SE_REPORTE_GENERAL_ECCO_2023.pdf, texto completo extraido con pdftotext -layout (2073 lineas, 45/45 paginas, ninguna resistio extraccion). Terminos buscados en el texto integro: veces,frecuencia,presenci,reporto,reportar,denunci,testigo,sufri,mordida,irregularidad,alguna vez,rotacion,productividad,autoritario,benevol — unicos 3 hits reales son ""corrup"" en los items 381/404/405 del Factor 116 (los 3 ya conocidos por CONF-17), todos promedios de percepcion, cero conteos conductua"	ALTA	NO	"Escala/diseño/universo: Archivo R2.1_ECCO/SE_REPORTE_GENERAL_ECCO_2023.pdf, texto completo extraido con pdftotext -layout (2073 lineas, 45/45 paginas, ninguna resistio extraccion). Terminos buscados en el texto integro: veces,frecuencia,presenci,reporto,reportar,denunci,testigo,sufri,mordida,irregularidad,alguna vez,rotacion,productividad,autoritario,benevol — unicos 3 hits reales son ""corrup"" en los items 381/404/405 del Factor 116 (los 3 ya conocidos por CONF-17), todos promedios de percepcion, cero conteos conductuales. Fecha de apertura: 2026-08-08."	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N32			FUENTE_DATOS	OE-bd0f8d1e6ccca7b78ae25875			SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-ext-civil-2026-08-06.tsv:L10	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N32	SI	si	FUENTE_CANDIDATA	OE-cbb31f046dee10f242e0e601			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv;MAIN:data/cola-ext-civil-2026-08-06.tsv	Panel organizacional con comunicación/voz y rotación o desempeño.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N5	DICTAMEN-	DICTAMEN-revision-adversarial-arquitectura-celdas-2026-08-06.md	FUENTE_CANDIDATA	OE-a13893f889d2b2bf34378092			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N5	ESPEJO	espejo	FUENTE_CANDIDATA	OE-08455622301c97f85ab7f00e			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N5	TRANSFER-	TRANSFER-adjudicacion-ID-X.md	FUENTE_CANDIDATA	OE-d9ccbb1cf6124c1f9f8a8076			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N7	SI	si	FUENTE_CANDIDATA	OE-7f569567d3962dfecc6a2065			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/diseno-muestral.yaml;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Relación entre expectativa de apoyo familiar y horizonte corto/ahorro en la misma persona.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N8	ENVIPE2025_CSV_ZIP	envipe2025_csv.zip	FUENTE_CANDIDATA	OE-b3b69f90f148e711b31b501a			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N8	ESPEJO	espejo	FUENTE_CANDIDATA	OE-5d1b2ef0680e90c7dc5f2b97			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N8	SI	si	FUENTE_CANDIDATA	OE-92c3849c107107e62deffd45			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N9	ENVIPE2025_CSV_ZIP	envipe2025_csv.zip	FUENTE_CANDIDATA	OE-e35e92e8f762f7c0a35b6225			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N9	ESPEJO	espejo	FUENTE_CANDIDATA	OE-f1004bcb741a383a4678c679			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N9	HEALTH_BODY_FOOD_AND_SUBSTANCE_USE_IN_MEXICO_THE_BEHAVIORAL_LAYE	Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	FUENTE_CANDIDATA	OE-86f5c8ddf3eba9c23ec297ee			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
N9	INVENTARIO_FUENTES_CAPITAL_SOCIAL_MEXICO_MD	inventario_fuentes_capital_social_mexico.md	FUENTE_CANDIDATA	OE-9ca23c70e1c733498c898f94			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	FUENTE_ES_ARTEFACTO_O_NO_CANONICA
