relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	clasificacion_relacion	estado_productivo	uso_actual	evidencia_disponible	reserva	verificacion_requerida	requiere_decision	decision_id	siguiente_accion	evidencia_ref
REL-2adcd6ed4c07f8e62b647f1d	N10	ENFIH	OE-6612a8e9ebcfd24252267f55	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	'9.3 ¿Usted tiene depositos a plazo fijo (solo puede retirar dinero en determinadas fechas)?'	Escala/diseño/universo: binario Si/No, tenencia de producto; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 6 coincidencias de 'plazo' (una sola bateria: deposito a plazo fijo); futuro/planear/planeacion = 0. Le falta: es tenencia de un producto de ahorro con plazo fijo, no una disposicion de horizonte temporal ni una expectativa; y aunque lo fuera, no hay desenlace de G4 co-observable en este instrumento, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L11
REL-2d35060cfdd2db498089f7c9	N3	ENASIC	OE-1c70ead5028c06104fac398b	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables extraidas de las 6 hojas (TVIVIENDA,THOGAR,TCSDemPO,TPOB_CUI,THOG_UNIP,TPER_ELE) de enasic_2022_fd.xlsx via openpyxl; terminos estatus/apariencia/comparar/vecinos/marca = 0, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L16
REL-2d58abfc1b418484af3f2f7d	N17	ENFIH	OE-fa212ce30e2252b97058dc83	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md
REL-2dcacf02f67355e96eac10d7	N21	HOMESCAN_CONSUMER_PANEL_SERVICES	OE-2e8cc214b36ef7093c5c582b	NO_ACCESIBLE	BLOQUEADA_ACCESO	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ACCESIBLE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L31
REL-2eef8210b247afc4541e0307	N13	ENSAFI	OE-e7969017eea0c50fe8d10a7e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos obligacion/cuidar/cuidado = 0, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L6
REL-2fab7f66a0e6963788542b3a	N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4
REL-2fbf749b083e578d4462b842	N14	FINANZAS	OE-8b29fa956cf1685100bd55ee	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
REL-32afb54be292bc8e3070dfca	N9	ENVIPE	OE-d4dae09f023ab8dbde44755a	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir reactivos conjuntos.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md
REL-32c63460cc5fdb1efa3baafb	N17	UCDP	OE-a5da0f60c9d5c1b004733268	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	MAPEADO-NO-SATISFACE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37
REL-32d05d4dc466d048e2961f7b	N27	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-0bea3b72312f9c70ef4cd391	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	87 objetos de dataverse_files (31 columnas CSV, 31 variables DTA) y 20 secciones del manual MM; sin catalogo de codigos legible	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11
REL-34b342f4b79071b6286f2cab	N28	SICS	OE-8956933de168361a2512c945	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:forense/notas/2026-08-08-verif3.md:L195
REL-350211bc943be8bae0c8eea2	N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	SATISFACE-UMBRAL-DOCUMENTAL	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7
REL-36cde7fa0d470608a94ddb1e	N5	ENFIH	OE-ee2008967035d534126bbcb0	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-374d073941162109bb37265b	N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook y verificar variables de sección, elección, tratamiento/exposición y resultado.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L21
REL-382a1f202f13e8134f376a00	N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16
REL-3b746c49c7c051083df6ee81	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido estatus/prestigio/vecino/apariencia/lujo/comparacion: 0 aciertos.	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md
REL-3d47f2e740a4b56741e9c6e2	N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8
REL-3d6a985a8dafc13fdbd39e4a	N5	WVS	OE-3e9b3749b85eec5a7a570417	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17
REL-3e153324c7506ed0e35a7a70	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13
REL-3e169667f97f8fd79eb60519	N14	ENSAFI	OE-dff892093b2ffd61e32c03f3	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	[SIN TEXTO -- mismo caso; nombre de columna derivada sugiere 'confianza financiera', sin pregunta documentada]	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos confianza/confia = 0 en preguntas P-numeradas (ninguna trae la palabra en su codigo); CONF_FINAN hallado por lectura manual. Es el candidato que el propio encargo senala como mas prometedor de este acto -- el hallazgo confirma que la columna EXISTE con valores reales, pero sellar EXISTE-SATISFACE exigiria el texto de la pregunta que este corpus no tiene, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L7
REL-4123a71317ee01a55404f43f	N4	ENASIC	OE-1c70ead5028c06104fac398b	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables; riesgo/arriesg/perdida/certidumbre = 0; 'perder' 1 coincidencia irrelevante (perder contacto con hijos tras separacion de pareja, P9_25_5); 'seguro' 3 coincidencias, las 3 son nombres de programa/afiliacion (Seguro de Vida para Jefas de Familia, Seguro Social IMSS, Seguro Popular) sin contenido de riesgo/actitud, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L17
REL-435541bba7684694085356c2	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook y payload México; verificar campos completos y documentar explícitamente si existe algún vínculo con trámite o gobierno digital.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9
REL-4360d0a91e5f8be30916c2b9	N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L11
REL-442cd065de98fdb5e3df2b95	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	MAPEADO-NO-SATISFACE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36
REL-45672e7d7c5ac7c69edaede4	N6	ENFIH	OE-bbf838f18125cdb07027ae39	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L10;MAIN:data/mapa-ext-general-2026-08-06.tsv
REL-4773e33ebd7e704a595bbf07	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebooks por ola y localizar indicador temporal, conducta financiera y llave individual longitudinal.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-478c989935311d75d50f9738	N17	ACLED	OE-fb51f080791a1ff581d30382	NO_ACCESIBLE	BLOQUEADA_ACCESO	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ACCESIBLE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L34
REL-48285fd8e0a22a38147245ed	N17	CSES	OE-a85c21b316ca56fe487c9e96	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	605 columnas CSV, 801 secciones del cuestionario y 5612 del codebook CSES; digital/online/internet/impuesto/servicio: sin reactivo	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir codebook y payload canónico CSES México 2018; buscar literalmente variables de trámite/gobierno digital y documentar el universo revisado.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12
REL-4945113fd8870341191221b6	N26	INE	OE-6487bac05f4bf89b84d72e68	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Precisar producto.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97
REL-4a609c6633a4bafac14a6930	N12	ENBIARE	OE-d6e6a5ca635618c4404ea4e8	CONFIRMADA	MEDICION_DISPONIBLE_NO_PARAMETRO	Exploración/medición descriptiva según reserva; no parámetro definitivo.	'B2. En caso de que se le presente una urgencia o necesidad, ¿considera usted que siempre contara con la ayuda de personas de su familia?' (codigos: 1=Si, 2=No, 3=No tiene familia)	Escala/diseño/universo: categorica (Si/No/No tiene familia); NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 'apoyo' 1 coincidencia literal (titulo de apartado); PB2_1/PB2_2 hallados por lectura dirigida del Apartado B (Confianza y Redes de Apoyo, L611-708) tras localizar la seccion via 'confianza'. Es expectativa de recibir apoyo familiar en una urgencia -- disposicion/percepcion general, no acotada a un dominio especifico como los candidatos de ENFIH/ENASIC; PB2_2 (misma pregunta para amistades no familiares) permite ademas contrastar familismo vs. red	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L26
REL-4b4d25bbe2c702aed1884440	N18	ENOE	OE-50dfcbc516e7e4a51facda49	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Buscar de forma dirigida en diccionarios ENOE una variable explícita del constructo; si no existe, delimitar ausencia por módulos revisados.	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md
REL-4eb55382fdbfdf5d84b1382f	N4	ENBIARE	OE-39d2eb9994c3ef05c686095e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); riesgo/arriesg/perdida/perder/certidumbre = 0; 'seguro' 1 coincidencia, afiliacion al Seguro Social (IMSS) -- cobertura de salud, no item de riesgo, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L24
REL-4fd0d54316a62b4b5c7a0048	N2	GPS	OE-8a46899fd75017e0dac7eacf	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
REL-50587b531135ee1273f3f44e	N10	ENBIARE	OE-62009c20a223203d160baf5c	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/encargos/2026-08-07-abrir-4.md
REL-50e6d069fd121a8a7cd64fc5	N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido confianza/desconfianza: 0 aciertos en etiqueta y definicion. Sin listas de opciones.	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
REL-51392f82de7f4c77d1bb75c1	N14	ENBIARE	OE-13d0bcd20755243644c9b7bd	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
REL-523fe941f36eef5710d093ee	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Dato secundario publicado y agregado sobre disposición a testificar antes/después de protección.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Requiere futura búsqueda dirigida autorizada.	MAIN:canon/estado-programa-v1_10.md;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v2_0.md
REL-54217cb006dcd63c00de2f24	N12	ENASIC	OE-82958b4ad8a4e7868f03f34f	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	'7.12.3 Le voy a leer unas frases. Usted me respondera si esta de acuerdo o en desacuerdo. Cuidar a las personas del hogar es responsabilidad de usted y demas integrantes de su hogar'	Escala/diseño/universo: acuerdo/desacuerdo, codigo valido 1 = 'De acuerdo (Si)'; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 185 coincidencias de 'apoyo' en 1427 variables -- casi todas son checklist conductual de tareas especificas de cuidado (¿ayudo a banarse/vestirse/comer?) o si recibio pago, no disposicion general; bateria P7_12 (8 items de actitud sobre corresponsabilidad de cuidado) identificada por lectura dirigida tras hallar 'deber' en P7_12_7. Le falta: la disposicion esta encuadrada en CUIDADOS especificamente, no en apoyo familiar/econom	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L19
REL-5741e12ce3e0a0e076ee48fc	N14	ENBIARE	OE-727e5843ca70dc0b203846f3	CONFIRMADA	MEDICION_PROVISIONAL	Medición provisional; prohibido parámetro definitivo.	PB1_01/PB1_02 y PF1_1..6; coobservación en la misma muestra.	Equivalencia PB1↔radio_confianza vigente no verificada.	Resolver equivalencia conceptual y codificación.	SI	DH-ea9e932f3970ce12	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L28
REL-57df012cdba3e281563c1068	N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17
REL-5b73940bf28cdfa8c4caa7d5	N20	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	OE-2aa0aac685e80f6846255f0b	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L41
